ProductionID,ProductID,ProductionDate,PlannedQuantity,ActualQuantity,ProductionCost,DowntimeMinutes,QualityDefects
1409,389,30/03/23,330,328,7698.21,126,14
1410,176,10/08/23,662,609,13520.32,60,8
1411,106,16/01/24,672,571,4077.07,123,29
1412,375,31/05/24,258,233,1244.57,107,10
1413,346,25/09/24,78,67,12877.06,141,4
1414,299,30/07/22,217,189,9129.47,39,8
1415,326,16/11/22,595,564,1526.5,117,13
1416,67,16/08/23,147,133,2863.39,5,5
1417,110,12/09/23,189,193,10620.28,38,1
1418,396,01/07/22,106,97,8313.61,144,2
1419,329,10/04/24,80,74,8878.67,157,4
1420,152,28/08/24,714,749,13688.08,178,45
1421,246,18/02/23,793,825,8299.83,130,21
1422,358,05/11/22,291,271,2417.88,161,7
1423,248,22/10/22,597,535,5679.57,145,30
1424,333,22/12/22,627,603,2496.19,92,25
1425,154,19/07/22,235,243,14254.31,78,13
1426,187,30/06/24,501,485,2616.02,67,20
1427,363,03/03/23,270,250,12019.41,55,1
1428,43,03/12/23,379,323,9204.13,143,18
1429,261,20/06/22,145,138,2508.38,41,6
1430,197,15/12/24,385,331,1999.83,109,17
1431,71,08/06/24,695,629,12476.77,26,41
1432,235,09/07/22,666,666,9967.88,17,13
1433,88,31/12/22,712,681,13649.88,1,5
1434,28,16/11/24,679,631,11944.34,65,24
1435,334,01/09/23,704,608,5978.58,147,24
1436,40,26/09/24,394,355,11335.81,70,17
1437,131,26/09/24,666,684,7518.29,54,38
1438,172,11/04/24,98,91,12946.11,76,5
1439,365,02/03/24,219,216,3406.05,150,13
1440,162,19/11/24,345,342,14110.88,159,11
1441,180,25/04/23,635,645,3090.87,77,40
1442,154,27/03/23,790,704,3348.14,99,31
1443,125,16/04/24,406,367,9489.89,124,4
1444,291,08/10/23,654,623,9073.28,96,1
1445,164,03/01/22,672,612,5089.08,19,37
1446,326,02/07/24,386,389,4297.55,101,1
1447,119,11/07/23,603,609,4930.56,103,24
1448,127,16/06/24,147,145,13909.34,94,1
1449,379,13/11/24,406,401,9002.01,154,15
1450,268,29/11/22,477,492,13615.15,79,30
1451,166,22/06/23,622,595,3534.85,20,11
1452,311,09/04/22,314,300,1118.01,101,12
1453,253,21/06/22,616,614,3790.3,115,29
1454,142,31/10/23,391,397,2727.74,119,19
1455,113,19/06/24,613,627,6636.38,79,7
1456,340,23/10/24,371,369,3409.56,141,1
1457,390,16/07/23,78,78,10741.14,60,2
1458,126,15/02/23,633,617,2474.33,28,23
1459,196,16/12/22,301,314,11137,54,1
1460,3,12/05/22,799,735,13968.01,126,32
1461,185,28/07/23,304,293,1215.26,40,2
1462,400,30/04/24,507,499,6481,21,17
1463,132,22/04/22,428,369,6153.47,17,23
1464,33,22/06/24,432,389,9745.7,20,5
1465,368,22/05/23,143,129,11512.13,50,6
1466,40,09/12/24,326,329,2217.88,51,10
1467,41,06/08/24,731,748,12441.33,32,13
1468,172,17/07/24,434,410,12449.15,107,20
1469,214,28/03/24,469,461,14896.5,127,28
1470,33,15/08/22,153,139,5895.61,103,3
1471,42,15/05/24,596,508,4142.08,21,3
1472,185,13/01/24,365,338,14952.64,167,7
1473,15,15/09/22,280,291,3885.57,100,3
1474,206,13/11/23,484,440,2911.93,130,21
1475,198,05/02/22,376,358,12446.12,57,2
1476,177,11/01/24,409,376,1905.34,58,22
1477,229,19/05/24,540,530,12793.06,63,17
1478,64,06/10/23,289,284,6377.32,159,0
1479,44,18/07/22,796,801,7160.36,85,32
1480,67,14/09/24,68,59,12272.81,161,3
1481,21,14/03/22,517,539,11128.02,172,4
1482,212,26/10/24,141,134,1087.77,111,4
1483,347,13/02/23,647,608,6411.38,70,9
1484,349,04/02/23,420,424,1020.78,122,13
1485,10,16/12/22,666,604,6653.41,11,26
1486,116,26/11/22,160,151,11776.79,126,2
1487,15,18/02/23,186,168,4590.9,146,3
1488,137,26/11/23,239,220,6900.11,53,13
1489,56,31/08/23,96,86,8413.2,29,1
1490,295,30/11/24,504,485,2779.57,109,0
1491,170,21/01/24,411,411,2623.08,177,22
1492,365,31/12/23,557,567,9529.78,178,19
1493,389,04/01/24,660,678,5863.12,171,34
1494,1,06/04/24,359,324,14223.22,98,18
1495,367,08/05/24,324,286,2518.97,26,1
1496,391,08/03/23,160,136,5551.41,61,0
1497,379,12/08/24,65,64,14647.54,49,0
1498,120,05/01/23,293,302,10035.91,42,16
1499,400,11/12/22,312,286,2553.52,9,13
1500,289,19/08/22,260,252,7306.75,107,9
1501,299,25/02/24,323,325,13078.28,99,17
1502,213,15/04/24,704,605,5155.03,82,17
1503,322,06/07/24,82,79,14795.21,4,5
1504,335,07/05/22,293,306,7401.09,49,5
1505,146,19/09/23,794,683,9102.9,147,3
1506,388,08/01/22,421,399,12381.82,132,11
1507,70,01/02/22,215,224,2484.72,74,14
1508,180,18/04/23,645,609,14516.85,164,15
1509,281,20/02/23,366,362,14595,137,23
1510,293,08/05/22,310,306,14562.06,160,14
1511,216,20/08/24,81,83,6432.53,104,0
1512,36,30/05/24,52,47,10146.32,90,2
1513,129,01/08/24,92,86,12681.61,99,1
1514,257,24/12/23,694,642,13132.2,157,20
1515,46,01/08/22,737,773,12647.25,6,10
1516,143,28/03/22,582,559,9723.62,62,14
1517,71,19/02/23,211,203,7158.39,118,3
1518,114,23/01/22,555,537,3500.77,56,13
1519,305,29/01/24,432,373,12231.99,115,19
1520,45,18/11/22,771,690,8280.67,1,4
1521,254,30/01/24,498,435,12136.17,76,18
1522,392,17/02/23,307,274,14458.21,16,4
1523,34,23/05/23,415,416,12295.89,127,24
1524,10,08/10/23,590,520,4545.16,73,23
1525,189,13/07/23,800,748,2589.49,173,14
1526,277,18/11/22,264,235,10267.88,163,13
1527,312,10/09/22,584,501,9952.21,92,27
1528,23,27/01/24,543,473,4823.19,169,20
1529,11,20/08/24,56,51,12045.44,94,3
1530,38,28/02/23,102,90,8312.79,159,2
1531,276,10/11/23,188,185,10514.1,78,7
1532,348,10/05/23,279,281,6219.44,109,18
1533,103,17/05/23,800,824,1899.74,136,43
1534,27,16/07/24,638,634,12302.7,159,38
1535,11,01/02/23,262,253,9958.96,11,16
1536,16,07/03/23,106,101,2362.51,145,0
1537,377,19/01/22,258,251,12667.19,53,1
1538,345,02/09/23,588,539,5074.08,89,1
1539,350,21/10/22,256,251,6903.97,26,3
1540,362,30/12/24,264,247,4671.75,139,0
1541,261,03/04/23,728,649,11481.49,75,14
1542,224,13/02/23,746,675,11769.71,46,8
1543,120,15/09/22,392,402,3830.74,3,4
1544,188,29/07/23,473,494,7786.87,137,14
1545,246,22/06/22,672,587,6211.97,106,23
1546,8,21/11/23,357,358,5583.54,151,13
1547,89,28/10/23,208,202,5013.47,132,4
1548,269,07/10/23,84,74,11400.69,49,3
1549,318,22/04/23,173,173,6722.07,50,7
1550,152,15/03/23,515,471,8831.28,145,11
1551,225,05/03/24,506,503,13822.73,140,24
1552,205,22/08/23,566,535,13741.02,70,35
1553,21,05/05/24,754,773,4662.39,164,24
1554,16,23/10/24,718,687,8826.2,151,30
1555,50,09/06/24,674,674,5618.95,90,4
1556,201,07/05/22,248,253,7987.03,102,1
1557,171,26/05/23,766,701,13352,22,23
1558,22,17/12/22,674,690,11716.08,56,37
1559,363,01/09/23,744,745,5301.53,111,21
1560,255,12/11/22,622,624,13930.5,169,27
1561,368,13/11/22,474,410,3574.94,111,4
1562,350,22/01/22,238,225,4340.34,166,1
1563,153,04/04/23,722,625,3020.84,97,27
1564,203,02/09/22,677,679,8569.92,18,17
1565,38,01/12/22,688,633,1628.07,41,4
1566,54,03/05/23,184,168,1245.9,24,8
1567,80,01/01/23,609,588,7012.69,180,18
1568,168,01/06/22,653,577,13484.1,75,38
1569,244,24/03/24,465,412,6591.96,65,15
1570,49,13/05/22,456,416,1490.85,132,1
1571,37,10/09/23,482,443,1885.55,35,21
1572,5,22/09/22,505,499,14690.04,91,24
1573,198,08/05/23,314,282,13646.33,84,3
1574,120,03/03/22,456,471,3997.18,94,23
1575,72,30/06/22,492,422,2897.86,80,14
1576,328,19/12/23,491,427,4074.81,155,17
1577,114,05/09/24,134,135,5329.6,139,6
1578,224,17/08/22,333,322,13906.23,95,9
1579,295,25/01/22,508,469,5678,163,1
1580,89,09/12/23,161,165,2828.15,9,3
1581,180,15/11/22,384,351,14633.77,20,2
1582,310,24/08/22,215,210,3735.78,170,10
1583,158,25/10/24,59,50,10552.94,169,0
1584,369,22/01/24,193,176,3401.37,54,2
1585,388,03/04/22,517,442,6447.68,108,16
1586,61,05/08/22,221,209,12656.97,0,1
1587,107,24/12/24,169,175,13824.19,53,5
1588,208,20/02/24,171,155,10396.65,9,7
1589,130,28/12/22,274,262,3832.71,176,0
1590,99,27/04/23,744,778,6587.07,146,0
1591,37,31/10/23,189,186,10386.38,0,1
1592,271,03/02/22,741,660,3016.77,5,27
1593,157,14/02/22,598,624,3437.07,55,28
1594,250,23/07/22,258,262,13133.52,3,0
1595,48,16/03/23,565,491,13046.14,11,28
1596,264,05/05/24,227,195,9160.39,17,1
1597,271,22/07/24,327,302,10855.58,159,20
1598,343,02/09/23,197,177,13576.86,38,7
1599,66,24/05/22,354,341,14028.48,59,15
1600,45,01/10/22,689,671,10040.18,174,34
1601,197,22/02/23,763,732,14253.33,151,15
1602,114,18/08/22,651,625,1679.29,13,1
1603,11,04/04/23,623,565,3200.95,114,1
1604,8,05/05/23,182,165,8548.94,24,5
1605,218,31/07/23,534,496,1606.11,29,15
1606,38,05/08/22,498,505,14263.61,66,11
1607,201,04/02/24,168,160,9034.8,7,2
1608,132,10/12/23,649,656,9228.93,53,34
1609,397,10/02/23,650,590,14303.14,105,18
1610,357,22/11/24,135,140,9505.02,96,6
1611,126,27/02/22,121,104,10580.4,79,6
1612,248,19/04/22,330,319,6360.94,108,14
1613,157,13/03/23,302,300,5558.97,86,13
1614,235,14/05/23,660,658,7628.73,153,38
1615,348,11/11/24,707,609,1000.15,137,5
1616,72,27/12/24,679,711,1125.19,84,40
1617,220,26/10/23,623,584,7861.51,32,25
1618,96,30/05/24,148,130,14770.04,17,1
1619,131,20/12/23,407,414,7546.12,23,25
1620,309,06/12/23,699,662,6767.43,141,41
1621,344,25/03/24,654,655,4407.12,81,21
1622,302,27/02/24,505,485,10129.72,78,2
1623,240,26/05/22,391,375,8750.66,76,5
1624,158,10/08/24,78,73,8514.99,53,2
1625,151,24/02/23,508,483,14219.33,81,1
1626,314,27/08/22,391,369,9690.57,124,22
1627,72,29/03/22,700,677,8372.24,170,33
1628,190,07/04/23,56,49,8471.42,51,2
1629,238,10/12/22,278,278,13181.33,160,15
1630,367,03/05/24,734,676,10967.67,92,45
1631,388,30/09/23,81,78,6747,37,1
1632,226,10/05/22,347,295,11551.4,95,12
1633,311,25/05/22,754,788,8785.82,72,29
1634,208,06/07/24,450,397,9978.68,113,25
1635,175,01/12/22,393,403,4188.52,25,12
1636,9,17/10/22,631,625,8039.57,139,14
1637,280,27/01/22,234,212,5638.48,148,14
1638,218,28/06/22,444,380,10215.38,81,7
1639,216,11/02/24,115,118,6490.39,72,4
1640,374,25/08/24,437,391,1061.75,106,25
1641,389,01/11/22,265,271,1298.6,173,9
1642,169,23/11/22,408,413,12877.03,132,5
1643,331,06/09/23,295,256,2337.58,41,8
1644,376,17/03/24,472,402,7881.6,64,15
1645,165,01/06/22,717,668,13845.98,105,0
1646,189,09/07/24,769,804,13169.46,123,41
1647,183,05/05/23,240,236,14206.36,70,13
1648,361,18/09/23,388,400,10831.87,156,3
1649,304,12/11/24,76,69,14219.75,132,3
1650,115,15/09/22,474,440,13769.45,25,19
1651,238,02/03/23,638,626,6676.35,100,16
1652,289,18/06/23,131,127,12001.21,172,3
1653,291,19/04/24,116,108,1976.52,23,0
1654,217,25/07/23,224,193,13684.62,76,7
1655,139,10/07/24,231,196,10810.64,149,7
1656,147,24/10/23,216,220,13301.08,14,5
1657,177,01/10/23,676,668,2571.27,106,43
1658,253,22/10/23,548,545,11230.87,9,0
1659,307,09/01/22,243,227,10750.29,109,4
1660,42,18/04/24,198,184,3581.56,50,0
1661,366,22/07/23,397,344,11423.73,144,5
1662,180,11/09/22,527,533,14275.93,112,11
1663,329,26/09/24,449,414,13831.18,91,7
1664,112,16/12/24,317,288,6069.74,150,2
1665,189,22/11/22,532,526,3692.61,93,27
1666,340,14/08/23,588,533,9618.31,179,21
1667,253,20/09/22,84,74,2080.02,150,0
1668,8,02/10/23,663,653,12847.99,138,13
1669,71,27/03/24,748,652,14572,101,38
1670,203,11/09/24,557,552,13585.04,155,4
1671,257,09/11/22,92,88,10368.82,27,3
1672,115,27/02/22,356,360,7341.87,61,2
1673,298,05/11/22,448,430,2538.63,112,9
1674,229,15/11/22,547,477,1875.36,26,27
1675,192,26/05/23,506,485,4491,16,0
1676,236,23/07/22,572,515,4158.6,62,23
1677,326,28/02/22,428,424,10295.57,15,13
1678,210,31/05/22,624,628,10232.35,39,33
1679,90,25/11/22,534,472,9810.08,164,11
1680,95,12/01/23,132,128,3231.55,39,8
1681,256,14/06/22,559,531,6805.56,29,35
1682,259,06/09/23,544,554,9914.48,33,14
1683,142,11/03/22,342,327,10238.11,176,11
1684,288,21/10/23,527,523,1322.64,172,11
1685,377,04/10/22,564,548,9725.6,19,36
1686,355,24/06/24,124,111,10909.9,49,1
1687,229,28/06/22,769,673,13331.43,126,18
1688,98,05/06/23,576,574,11478.63,100,23
1689,129,17/09/24,280,257,2174.97,33,17
1690,239,15/05/23,423,370,1519.31,82,11
1691,234,09/12/24,764,665,6455.11,42,40
1692,292,12/08/24,708,626,9090.2,26,22
1693,30,27/09/22,792,795,3155.06,95,37
1694,113,16/05/22,249,224,9781.44,78,7
1695,356,04/10/22,580,584,8504.19,22,19
1696,392,23/05/24,310,305,14193.2,166,11
1697,283,19/09/22,512,492,9510.48,168,7
1698,153,22/08/23,599,597,12005.15,110,17
1699,80,10/12/24,231,227,2166.86,66,8
1700,48,26/10/24,608,602,3016.72,38,30
1701,322,03/02/22,205,181,2778.42,143,6
1702,192,10/12/22,83,71,11293.63,180,0
1703,367,27/07/23,51,52,14310.16,57,3
1704,120,18/10/23,111,107,12921.98,159,6
1705,21,25/01/24,338,332,1521.02,157,13
1706,225,11/01/24,751,752,1474.63,173,24
1707,316,21/01/22,591,617,5249.24,128,23
1708,233,16/12/23,551,478,6311.88,96,26
1709,393,12/02/23,88,78,2651.39,155,2
1710,71,26/06/23,85,88,1728.56,145,0
1711,358,18/05/23,313,308,6402.25,65,14
1712,223,02/09/24,350,352,6363.85,85,18
1713,115,30/05/23,779,684,10002.19,137,42
1714,272,02/02/22,342,352,5316.93,142,11
1715,232,29/07/22,585,531,5681.92,174,27
1716,355,18/12/23,51,53,3337.12,19,2
1717,269,15/11/23,552,470,10798.4,154,27
1718,194,06/07/24,68,64,12288.06,30,2
1719,54,20/10/23,106,90,4739.74,159,3
1720,26,09/07/22,718,624,13211.16,51,20
1721,381,19/12/22,224,205,2117.64,15,13
1722,352,26/11/24,452,429,7140.82,117,17
1723,387,10/05/23,66,56,13507.79,179,0
1724,59,02/11/23,280,273,2060.69,140,8
1725,238,27/12/24,92,85,2554.61,22,5
1726,390,22/12/24,533,502,4470.13,9,29
1727,22,28/01/24,632,651,2243.56,1,28
1728,396,30/11/22,89,82,13821.19,137,3
1729,170,11/01/24,520,465,11883.92,135,23
1730,143,08/03/23,686,594,8106.24,150,21
1731,241,26/09/22,372,354,2633.66,180,10
1732,44,15/04/24,622,620,7135.28,175,3
1733,204,09/06/23,718,658,2092.15,71,35
1734,234,13/06/23,270,254,7763.32,70,14
1735,287,23/07/23,156,137,3667.2,173,7
1736,71,18/07/22,770,748,14792.7,160,45
1737,65,21/03/23,747,669,11512.87,70,2
1738,184,27/04/23,53,47,10536.84,4,1
1739,41,17/04/24,502,464,6244.18,73,25
1740,226,01/08/23,346,303,9397.25,8,17
1741,33,18/03/22,286,259,14522.65,41,6
1742,204,14/09/24,221,210,3126.51,109,12
1743,22,21/05/24,370,344,11388.65,41,18
1744,107,18/04/24,312,300,2817.42,32,15
1745,115,06/03/23,373,329,7500.73,176,13
1746,196,16/05/24,550,558,10246.43,67,19
1747,226,11/05/22,723,634,13071.56,122,14
1748,62,12/01/22,349,337,11526.04,162,11
1749,11,05/08/22,159,155,13833.41,0,4
1750,248,25/03/24,421,421,13031.96,133,19
1751,199,26/03/23,131,111,9550.33,15,5
1752,34,28/11/22,172,166,6573.76,4,11
1753,383,16/06/24,678,587,1129.59,128,34
1754,150,19/07/23,399,370,4832.43,99,1
1755,350,28/11/22,152,150,13962.06,59,7
1756,83,30/10/23,759,727,6543.81,134,20
1757,257,17/03/23,567,517,7131.4,93,18
1758,136,06/02/23,333,311,8155.21,1,17
1759,192,22/06/24,137,118,6710.68,56,3
1760,6,13/09/23,307,290,9916.46,42,17
1761,364,11/05/23,512,459,9870.52,51,21
1762,3,01/05/24,458,461,7018.42,34,21
1763,225,04/09/22,391,344,13158.8,66,17
1764,102,22/11/22,592,612,5477.84,67,3
1765,95,21/11/24,158,159,1680.63,57,6
1766,139,29/05/24,759,651,1000.56,17,34
1767,76,13/06/24,795,816,13932.45,151,54
1768,78,23/11/24,754,644,1173.79,130,6
1769,160,13/12/23,630,605,14738.22,173,33
1770,34,11/11/22,745,681,8740.62,45,3
1771,131,25/05/22,89,76,7466.28,82,2
1772,247,16/12/23,721,651,10155.71,51,25
1773,299,21/02/23,731,699,9235.09,62,12
1774,342,22/02/22,393,379,14726.76,152,7
1775,11,16/08/23,506,471,6905.06,139,0
1776,84,04/02/22,202,211,14303.95,57,11
1777,73,25/03/22,784,757,7991.22,84,3
1778,135,13/07/22,545,552,4105.53,167,2
1779,283,05/08/23,460,478,9116.36,149,4
1780,321,01/10/22,378,326,2196.47,177,12
1781,57,06/10/22,383,374,14364.09,97,8
1782,261,10/07/23,286,243,1380.39,35,1
1783,60,07/08/23,626,617,6367.91,93,0
1784,243,01/10/24,583,604,12291.05,88,27
1785,82,14/05/24,270,282,3726.33,146,1
1786,29,08/10/23,212,216,11253.89,152,6
1787,376,19/06/24,251,258,6082.56,172,11
1788,6,25/01/23,115,108,2040.23,166,3
1789,78,29/07/24,398,359,2539.85,155,13
1790,254,18/12/22,329,343,7399.95,149,22
1791,130,13/11/22,131,135,10631.04,101,4
1792,246,24/01/23,237,242,4382.66,177,8
1793,134,29/07/23,261,240,13163.22,145,9
1794,107,09/11/23,533,506,12835.01,145,19
1795,78,18/10/23,555,552,12709.17,165,35
1796,289,11/02/22,683,685,14618.66,126,22
1797,379,29/03/22,583,562,8753.25,15,10
1798,103,05/07/22,382,345,2283.37,42,16
1799,4,28/08/22,125,129,6264.26,128,5
1800,228,08/04/22,440,434,6309.21,10,1
1801,279,19/09/24,382,347,4417.88,137,6
1802,196,26/05/22,462,444,9228.47,21,17
1803,54,26/11/22,420,404,8736.89,153,5
1804,167,05/11/24,402,383,10419.8,82,0
1805,145,04/09/24,178,172,5416.78,56,3
1806,105,15/05/22,191,187,8648.71,46,2
1807,13,10/12/22,535,490,9351.5,95,10
1808,183,15/05/23,690,708,11194.86,15,30
1809,228,17/07/23,713,652,12879.07,88,37
1810,14,20/10/22,495,455,7655.5,177,8
1811,95,27/05/24,173,153,12868.68,114,4
1812,204,22/05/23,105,107,9012.5,106,7
1813,229,21/07/23,146,132,1562.79,84,7
1814,382,04/12/24,93,87,6105.81,156,4
1815,335,13/04/22,219,210,8422.83,71,5
1816,11,06/06/24,401,402,2983.29,180,22
1817,183,11/06/23,709,691,10187.23,49,10
1818,155,10/06/24,480,450,1935.17,67,18
1819,276,08/03/24,344,314,11210.17,141,18
1820,283,10/07/24,487,491,8106.35,148,14
1821,218,24/03/24,344,296,14752.54,166,14
1822,239,05/08/22,550,477,6491.35,12,21
1823,242,22/09/22,716,686,4652.81,66,2
1824,265,19/09/22,553,580,7354.42,132,38
1825,343,26/12/22,665,612,2528.21,69,29
1826,201,24/10/24,346,324,6276.04,177,21
1827,243,06/11/23,547,553,13303.15,88,12
1828,133,17/09/24,544,532,14432.56,138,16
1829,348,22/01/22,212,184,14441.35,19,6
1830,236,27/08/23,502,483,9253.91,157,30
1831,205,08/10/22,644,570,14944.07,47,4
1832,115,17/12/22,188,161,13940.12,123,7
1833,39,08/03/23,406,414,10916.53,151,18
1834,281,19/02/23,242,231,11364.27,38,3
1835,378,30/03/23,410,367,6296.47,22,9
1836,46,23/06/24,702,682,11538.21,87,6
1837,337,02/01/24,308,285,3684.47,141,2
1838,46,11/07/22,470,474,7018.27,124,8
1839,186,22/09/23,76,78,1839.56,28,4
1840,197,29/06/24,235,231,5863.22,76,13
1841,270,22/02/24,195,201,6870.91,174,7
1842,260,03/02/23,113,111,8783.3,60,7
1843,179,11/03/24,231,231,5179.5,86,9
1844,212,05/11/22,437,401,4939.18,117,8
1845,123,16/01/22,176,156,13260.2,116,10
1846,53,27/03/22,695,636,2540.63,83,33
1847,348,03/12/22,109,105,3369.5,8,4
1848,288,28/11/23,325,324,6807.81,41,9
1849,338,23/10/24,73,76,7563.73,161,5
1850,256,21/12/24,671,648,6124.31,57,40
1851,294,30/08/24,481,436,8037.84,43,20
1852,276,02/01/24,367,383,10472.12,91,25
1853,128,01/12/23,414,375,9089.5,8,8
1854,28,08/02/23,176,179,4507.22,17,8
1855,171,03/06/22,414,359,13867.92,30,7
1856,18,07/10/22,632,655,10337.46,9,33
1857,109,30/12/24,562,582,14659.03,68,22
1858,128,09/02/23,110,114,6168.9,64,3
1859,397,05/09/24,572,585,7848.85,45,5
1860,4,01/02/23,735,673,5976.9,119,19
1861,47,16/04/23,382,354,7940.36,136,18
1862,199,11/03/22,531,518,9003.3,83,33
1863,371,14/06/24,742,690,11305.18,93,12
1864,381,26/05/24,404,421,11950.39,94,7
1865,114,30/08/22,161,138,8827.33,85,2
1866,117,11/04/24,297,298,12749.07,84,5
1867,182,04/11/22,538,525,10959.84,150,9
1868,386,07/12/24,52,49,12173.24,169,1
1869,269,14/05/23,494,448,7396.34,68,14
1870,299,10/07/22,626,581,1657.93,77,0
1871,93,13/10/22,296,299,13165.39,6,17
1872,397,09/01/24,431,372,10039.17,113,17
1873,218,25/03/22,163,144,11798.14,101,9
1874,203,22/10/23,352,335,14024.23,53,18
1875,4,19/06/24,321,323,3974.04,128,20
1876,289,16/07/23,289,271,4491.55,30,13
1877,203,09/07/22,112,109,4050.7,94,0
1878,83,15/12/24,713,700,8768.05,89,40
1879,294,10/09/24,656,588,13040.2,6,35
1880,139,06/05/22,522,544,11742.38,148,15
1881,235,25/11/22,604,516,4297.28,120,15
1882,226,19/08/22,297,263,2453.88,105,4
1883,125,01/01/23,688,704,12294.46,79,35
1884,197,21/08/22,147,152,3102.95,45,4
1885,237,17/08/24,650,627,11956.06,175,5
1886,275,03/12/23,363,363,12118.93,46,10
1887,51,22/06/24,683,658,13184.38,6,26
1888,275,11/01/23,399,340,2821.65,67,14
1889,353,23/02/24,310,322,9999.28,47,1
1890,365,15/06/24,381,374,10623.57,25,14
1891,374,18/05/22,428,370,13354.35,57,7
1892,340,15/12/24,662,583,3797.47,104,17
1893,288,02/01/24,500,445,10362.76,167,9
1894,218,09/04/23,227,234,1953.21,2,9
1895,304,29/03/24,558,582,6666.35,144,18
1896,388,03/01/22,459,440,8038.69,149,19
1897,310,30/01/24,320,324,10069.79,96,15
1898,178,14/07/23,269,250,14176.08,24,5
1899,234,04/07/24,167,144,9759.24,72,7
1900,139,29/09/22,195,166,4966.07,14,7
1901,2,14/11/24,254,238,14977.89,6,5
1902,140,09/07/23,738,747,9073.11,92,31
1903,11,26/11/24,139,143,7581.69,152,4
1904,187,13/05/23,661,591,3524.02,56,16
1905,155,31/12/22,543,501,11438.3,128,18
1906,169,21/03/22,613,587,5803.64,21,21
1907,317,20/03/24,594,551,3142.99,174,6
1908,118,09/10/22,164,160,6535.75,128,10
1909,108,17/02/22,91,77,6909.8,162,1
1910,48,07/01/24,456,429,3350.12,77,3
1911,110,09/11/23,235,211,10020.17,67,0
1912,355,05/07/23,83,86,13979.46,59,5
1913,386,16/03/24,500,452,4536.78,21,1
1914,67,21/01/22,417,424,7919.28,152,13
1915,379,05/02/24,251,248,9467.03,168,2
1916,126,10/08/23,799,687,9330.12,54,30
1917,34,26/11/24,347,337,12281.05,124,6
1918,251,04/01/24,680,590,3404.43,33,14
1919,188,26/02/22,673,702,11680.91,74,29
1920,115,14/01/23,263,242,3286.7,110,11
1921,305,19/10/24,755,728,11798.11,148,11
1922,199,21/04/24,551,511,9728.09,131,0
1923,385,03/04/23,603,521,9830.63,69,32
1924,2,20/01/23,170,150,11838.8,76,10
1925,332,24/05/22,433,368,12405.51,87,10
1926,289,16/03/23,276,279,11774.58,132,16
1927,108,26/01/22,56,58,8055.6,143,1
1928,191,18/11/23,541,562,3884.61,67,28
1929,360,17/04/23,604,565,8879.22,146,25
1930,193,15/04/22,268,262,3983.13,168,13
1931,375,02/11/24,133,134,1694.72,53,4
1932,33,01/03/24,589,588,2552.58,171,18
1933,201,24/04/24,383,362,13470.46,158,11
1934,111,13/05/23,647,583,1999.44,137,15
1935,314,01/12/23,67,60,6486.11,119,3
1936,353,20/06/22,596,507,6777.69,52,11
1937,198,19/09/22,146,130,12175.94,132,6
1938,338,02/01/22,148,128,8321.4,114,7
1939,183,11/05/22,663,580,1162.26,15,25
1940,268,09/08/23,713,621,10963.83,159,40
1941,352,19/02/23,112,109,7606.68,71,0
1942,187,07/09/22,753,767,12852.56,173,17
1943,176,16/04/24,704,645,3703.71,103,36
1944,177,06/05/24,724,634,12871.47,138,18
1945,386,25/10/22,392,383,6883.63,154,9
1946,284,02/07/24,620,530,7296.03,36,10
1947,1,20/05/22,215,213,9734.44,49,11
1948,218,18/01/22,65,55,14129.63,12,0
1949,4,17/12/22,293,262,10075.73,104,14
1950,239,07/01/24,112,116,7921.5,56,7
1951,213,08/03/22,511,510,10984.5,162,16
1952,199,19/12/24,527,456,3122.98,46,10
1953,277,03/05/24,497,493,6902.27,179,25
1954,72,11/03/24,361,363,8599.8,87,16
1955,363,19/08/22,681,706,3614.7,31,43
1956,261,22/09/23,246,244,3333.34,133,15
1957,74,19/10/24,330,304,13661.12,62,10
1958,79,22/02/22,599,597,1546.71,148,19
1959,257,02/06/23,412,353,14790.25,166,0
1960,102,28/06/23,339,292,5152.53,136,19
1961,241,17/01/22,687,603,6106.04,89,18
1962,73,21/07/24,241,240,10903.11,59,4
1963,142,20/01/24,661,650,14506.26,172,9
1964,259,30/09/23,777,801,8150.16,126,31
1965,22,18/07/24,398,414,6721.56,40,0
1966,63,20/09/22,102,94,6616.27,38,4
1967,230,25/10/22,138,138,8500.82,103,8
1968,174,11/03/24,129,109,2096.78,98,5
1969,337,24/11/23,552,531,10497.1,48,12
1970,196,01/11/24,325,278,14437.41,146,0
1971,193,27/03/24,440,376,14547.89,61,15
1972,316,24/06/22,316,308,7780.63,22,0
1973,224,02/03/23,372,384,13251.68,114,24
1974,15,28/01/22,253,253,7966.5,75,3
1975,162,29/12/22,779,715,1272.65,173,18
1976,299,03/02/23,695,608,12141.76,77,8
1977,346,16/02/24,601,530,6249.34,70,25
1978,13,14/02/24,498,518,6623.81,93,24
1979,367,25/10/24,530,519,1723.97,79,13
1980,50,04/03/24,447,419,6194.04,64,9
1981,103,23/02/23,308,265,13009.83,95,14
1982,84,11/06/22,663,655,8105.88,129,32
1983,190,07/07/23,182,172,5291.08,114,9
1984,38,27/10/23,97,83,12864.48,3,2
1985,57,11/02/23,733,759,2234.47,144,38
1986,261,22/05/24,314,310,12571.06,106,20
1987,345,13/03/24,370,378,6854.01,30,11
1988,10,30/04/23,238,206,9433.94,52,12
1989,267,28/01/24,691,668,1269.06,22,12
