PurchaseOrderID,SupplierID,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,TotalCost,Status
870,67,23/09/22,02/10/22,08/10/22,17995.88,Shipped
871,43,30/09/24,17/10/24,15/10/24,98401.13,Received
872,1,28/02/23,12/03/23,14/03/23,15749.55,Approved
873,70,10/04/22,22/05/22,29/05/22,5291.77,Received
874,16,17/03/22,01/04/22,10/04/22,37615.24,Cancelled
875,42,05/11/23,23/11/23,21/11/23,62931.61,Received
876,2,08/04/22,21/04/22,21/04/22,67300.05,Approved
877,26,08/08/22,14/09/22,13/09/22,35262.25,Received
878,62,07/02/23,11/03/23,10/03/23,5804.49,Cancelled
879,43,06/12/22,23/12/22,24/12/22,27859.48,Received
880,35,24/02/22,13/03/22,23/03/22,25264.8,Received
881,63,03/12/23,08/01/24,08/01/24,85089.21,Approved
882,42,13/04/24,01/05/24,01/05/24,78816.34,Approved
883,47,04/02/24,20/03/24,21/03/24,38524.2,Approved
884,65,09/10/24,17/10/24,15/10/24,89066.58,Cancelled
885,38,27/08/24,16/09/24,14/09/24,34198.45,Cancelled
886,65,09/07/22,17/07/22,17/07/22,64263.52,Received
887,38,14/02/22,06/03/22,05/03/22,30832.52,Shipped
888,33,28/03/23,04/05/23,04/05/23,63866.67,Pending
889,21,15/08/23,06/09/23,07/09/23,11894.53,Shipped
890,18,09/12/23,29/12/23,27/12/23,78910.4,Received
891,41,23/12/23,07/01/24,08/01/24,17152.36,Received
892,17,03/07/22,12/07/22,12/07/22,13001,Cancelled
893,42,25/07/23,12/08/23,14/08/23,93784.6,Approved
894,50,11/08/22,21/09/22,21/09/22,72565.36,Shipped
895,30,20/07/24,01/08/24,01/08/24,57794.7,Received
896,71,30/10/23,17/11/23,17/11/23,86532,Received
897,67,06/11/23,15/11/23,17/11/23,22918.11,Received
898,35,12/08/23,29/08/23,29/08/23,80866.51,Cancelled
899,7,16/10/23,31/10/23,29/10/23,7883.29,Cancelled
900,21,08/10/24,30/10/24,01/11/24,89088.31,Received
901,39,26/11/22,06/12/22,07/12/22,31404.6,Approved
902,25,17/08/24,28/09/24,30/09/24,82089.38,Received
903,45,08/09/23,28/09/23,28/09/23,53959.33,Received
904,48,03/07/22,29/07/22,27/07/22,86134.19,Shipped
905,21,24/12/22,15/01/23,15/01/23,26100.94,Approved
906,27,03/12/23,17/12/23,19/12/23,41143.71,Received
907,61,02/11/22,23/11/22,25/11/22,19484.28,Shipped
908,62,17/06/23,19/07/23,17/07/23,77998.25,Approved
909,71,12/07/22,30/07/22,29/07/22,25670.96,Received
910,5,24/10/22,10/11/22,12/11/22,55650.97,Received
911,56,03/05/23,05/06/23,07/06/23,79796.94,Received
912,3,25/01/23,04/02/23,05/02/23,12482.65,Received
913,56,06/02/23,11/03/23,12/03/23,26586.33,Received
914,64,22/04/22,03/06/22,02/06/22,37639.68,Approved
915,71,18/07/23,05/08/23,07/08/23,66800.29,Received
916,75,30/04/24,09/05/24,15/05/24,71528.53,Approved
917,47,16/07/23,30/08/23,05/09/23,84805.79,Pending
918,59,29/08/24,29/09/24,01/10/24,92404.37,Approved
919,29,06/01/24,13/02/24,19/02/24,70952.78,Shipped
920,16,25/12/24,09/01/25,07/01/25,86507.06,Pending
921,55,10/08/22,11/09/22,12/09/22,82613.04,Pending
922,33,26/07/22,01/09/22,02/09/22,76981.68,Received
923,41,22/06/23,07/07/23,07/07/23,5027.45,Pending
924,73,09/04/23,04/05/23,04/05/23,96693.08,Shipped
925,4,25/04/24,13/05/24,11/05/24,25800.64,Approved
926,10,05/03/22,26/03/22,26/03/22,75654.16,Received
927,41,29/03/22,13/04/22,13/04/22,85314.86,Shipped
928,19,04/01/22,13/02/22,13/02/22,35821.43,Shipped
929,34,03/07/22,17/08/22,15/08/22,83435.74,Shipped
930,68,19/11/23,19/12/23,17/12/23,15409.95,Shipped
931,66,26/09/22,11/10/22,10/10/22,67353.12,Received
932,39,07/12/23,17/12/23,17/12/23,47381.19,Cancelled
933,32,18/10/24,23/10/24,23/10/24,25558.91,Shipped
934,14,23/11/24,12/12/24,12/12/24,72528.39,Received
935,70,24/06/23,05/08/23,06/08/23,73340.69,Shipped
936,3,10/05/24,20/05/24,20/05/24,13333.98,Pending
937,4,03/12/23,21/12/23,22/12/23,34956.66,Received
938,26,15/01/24,21/02/24,19/02/24,94672.59,Shipped
939,36,14/10/22,21/11/22,21/11/22,73624.11,Received
940,11,22/03/22,03/04/22,03/04/22,36426.69,Received
941,71,11/11/22,29/11/22,03/12/22,79022.17,Received
942,7,14/07/23,29/07/23,29/07/23,32515.38,Received
943,4,21/06/24,09/07/24,10/07/24,76976.28,Received
944,59,03/01/23,03/02/23,10/02/23,71044.91,Received
945,36,11/01/24,18/02/24,19/02/24,9768.13,Pending
946,53,09/04/24,20/04/24,20/04/24,37981.76,Approved
947,29,06/04/24,14/05/24,16/05/24,78934.35,Received
948,59,13/05/23,13/06/23,23/06/23,34157.82,Approved
949,26,10/09/23,17/10/23,15/10/23,23454.78,Received
950,30,31/07/23,12/08/23,20/08/23,61150.7,Received
951,40,20/11/23,03/12/23,01/12/23,82415.37,Approved
952,62,09/11/23,11/12/23,13/12/23,40098.83,Cancelled
953,59,27/08/24,27/09/24,29/09/24,11610.89,Shipped
954,24,28/11/24,07/01/25,06/01/25,97372.65,Cancelled
955,65,08/09/23,16/09/23,14/09/23,63540.09,Received
956,25,20/05/22,01/07/22,03/07/22,24742.15,Received
957,10,15/06/22,06/07/22,05/07/22,34675.54,Shipped
958,62,08/08/24,09/09/24,10/09/24,61308.28,Received
959,13,24/08/22,04/10/22,02/10/22,41976.49,Received
960,2,14/11/23,27/11/23,28/11/23,38196.7,Shipped
961,35,30/07/22,16/08/22,25/08/22,17770.1,Shipped
962,70,10/01/23,21/02/23,02/03/23,77707.88,Received
963,3,30/09/22,10/10/22,11/10/22,23642.5,Cancelled
964,20,07/04/24,26/04/24,25/04/24,49990.29,Received
965,35,09/07/22,26/07/22,27/07/22,82517.53,Received
966,31,12/03/22,07/04/22,14/04/22,69281.63,Pending
967,70,11/03/22,22/04/22,21/04/22,37540.24,Shipped
968,11,03/08/22,15/08/22,13/08/22,38425.5,Received
969,68,14/12/24,13/01/25,15/01/25,67516.41,Received
970,63,14/05/24,19/06/24,18/06/24,98106.34,Approved
971,48,05/04/23,01/05/23,01/05/23,60842.27,Shipped
972,5,19/07/24,05/08/24,06/08/24,86351.82,Pending
973,63,26/10/24,01/12/24,09/12/24,10856.09,Received
974,27,19/04/23,03/05/23,05/05/23,59426.68,Received
975,20,07/08/23,26/08/23,27/08/23,69522.41,Received
976,22,21/09/23,16/10/23,16/10/23,14306.82,Received
977,54,11/09/23,01/10/23,03/10/23,48538.5,Received
978,48,20/02/24,17/03/24,18/03/24,42851.54,Shipped
979,10,11/12/24,01/01/25,03/01/25,46246.74,Pending
980,60,30/11/24,08/12/24,07/12/24,18069.73,Received
981,43,08/10/22,25/10/22,03/11/22,80213.99,Pending
982,63,22/04/22,28/05/22,27/05/22,96082.63,Received
983,57,27/01/23,04/02/23,06/02/23,8918.59,Received
984,35,03/05/24,20/05/24,19/05/24,57813.58,Pending
985,5,31/03/23,17/04/23,17/04/23,43070.86,Pending
986,57,26/04/22,04/05/22,05/05/22,93479.55,Pending
987,50,21/08/23,01/10/23,02/10/23,61147.64,Received
988,4,29/12/23,16/01/24,18/01/24,39217.9,Shipped
989,64,26/03/22,07/05/22,08/05/22,29512.03,Approved
990,47,26/05/24,10/07/24,09/07/24,34382.9,Approved
991,68,16/06/24,16/07/24,16/07/24,16050.46,Shipped
992,41,27/06/22,12/07/22,10/07/22,66984.13,Received
993,41,01/09/24,16/09/24,14/09/24,20326.54,Received
994,10,23/02/24,15/03/24,14/03/24,61970.76,Shipped
995,23,18/08/22,21/09/22,19/09/22,59667.3,Received
996,56,06/01/23,08/02/23,06/02/23,60225.37,Received
997,40,02/02/23,15/02/23,14/02/23,61920.02,Approved
998,1,15/07/22,27/07/22,28/07/22,64685.75,Received
999,40,30/07/24,12/08/24,14/08/24,30599.02,Approved
1000,34,03/04/23,18/05/23,20/05/23,44938.42,Pending
1001,24,15/07/23,24/08/23,22/08/23,53990.19,Shipped
1002,61,30/05/22,20/06/22,18/06/22,43899.93,Received
1003,16,17/06/22,02/07/22,01/07/22,46406.01,Shipped
1004,13,24/01/23,06/03/23,16/03/23,40409.81,Shipped
1005,5,12/10/22,29/10/22,30/10/22,60878.57,Shipped
1006,10,14/10/22,04/11/22,05/11/22,49323.31,Received
1007,65,19/05/22,27/05/22,25/05/22,62678.76,Received
1008,59,29/06/22,30/07/22,01/08/22,86095.39,Shipped
1009,9,15/06/24,14/07/24,15/07/24,9861.67,Received
1010,26,19/11/23,26/12/23,24/12/23,13691.58,Received
1011,27,28/03/23,11/04/23,09/04/23,38669.11,Cancelled
1012,56,30/12/24,01/02/25,07/02/25,11893.88,Shipped
1013,43,20/05/22,06/06/22,06/06/22,6748.79,Received
1014,13,19/11/22,30/12/22,08/01/23,86358.6,Shipped
1015,34,16/12/22,30/01/23,04/02/23,72141.44,Received
1016,75,21/09/24,30/09/24,29/09/24,82189.5,Received
1017,12,27/04/22,20/05/22,21/05/22,46305.96,Shipped
1018,28,09/12/23,21/01/24,20/01/24,19452.62,Pending
1019,40,20/10/22,02/11/22,31/10/22,49982.96,Received
1020,72,17/05/22,16/06/22,17/06/22,82249.74,Received
1021,72,08/11/23,08/12/23,06/12/23,21807.63,Shipped
1022,68,19/06/23,19/07/23,18/07/23,80130.29,Pending
1023,10,01/08/24,22/08/24,21/08/24,79728.08,Shipped
1024,54,25/06/23,15/07/23,23/07/23,22916.95,Shipped
1025,40,02/07/23,15/07/23,14/07/23,53255.74,Shipped
1026,36,05/02/22,15/03/22,17/03/22,15702.73,Received
1027,34,27/06/24,11/08/24,13/08/24,89761.61,Approved
1028,74,27/03/22,30/04/22,02/05/22,9063.32,Shipped
1029,69,17/05/22,28/06/22,26/06/22,56362.68,Shipped
1030,36,22/01/23,01/03/23,27/02/23,92309.55,Received
1031,4,26/10/23,13/11/23,14/11/23,58944.28,Pending
1032,5,16/08/22,02/09/22,31/08/22,16642.92,Pending
1033,36,08/04/23,16/05/23,14/05/23,99513.08,Shipped
1034,74,23/11/22,27/12/22,29/12/22,42995.63,Approved
1035,4,03/08/22,21/08/22,19/08/22,8832.69,Received
1036,30,11/07/22,23/07/22,22/07/22,18423.47,Pending
1037,57,22/01/24,30/01/24,29/01/24,7418.49,Approved
1038,25,28/07/22,08/09/22,10/09/22,38264.35,Pending
1039,62,25/01/23,26/02/23,24/02/23,8339.17,Approved
1040,29,22/10/22,29/11/22,30/11/22,75276.97,Approved
1041,64,31/10/23,12/12/23,12/12/23,89719.91,Pending
1042,61,14/02/22,07/03/22,05/03/22,13124.21,Shipped
1043,64,30/07/22,10/09/22,18/09/22,55963.71,Received
1044,38,28/02/23,20/03/23,21/03/23,97768.22,Pending
1045,20,17/03/24,05/04/24,06/04/24,59696.42,Pending
1046,49,12/02/24,19/03/24,28/03/24,84436.57,Approved
1047,42,05/04/22,23/04/22,23/04/22,95446.3,Received
1048,61,17/08/24,07/09/24,08/09/24,61447.52,Received
1049,46,22/07/24,31/08/24,30/08/24,76534,Shipped
1050,54,02/05/23,22/05/23,20/05/23,53541.49,Shipped
1051,35,14/09/23,01/10/23,29/09/23,32769.48,Shipped
1052,7,28/09/22,13/10/22,14/10/22,39514.15,Received
1053,52,08/08/22,09/09/22,11/09/22,80598.36,Received
1054,74,24/08/23,27/09/23,27/09/23,88337.04,Received
1055,13,23/01/23,05/03/23,05/03/23,57990.3,Shipped
1056,15,09/01/23,20/01/23,18/01/23,41591.59,Received
1057,17,31/05/22,09/06/22,10/06/22,32186.29,Received
1058,37,24/11/24,30/11/24,29/11/24,12752.36,Pending
1059,40,25/10/24,07/11/24,09/11/24,20674.38,Received
1060,71,09/03/24,27/03/24,04/04/24,56716.44,Received
1061,36,24/04/23,01/06/23,03/06/23,22666.83,Pending
1062,48,02/05/24,28/05/24,27/05/24,54435.39,Pending
1063,21,21/11/23,13/12/23,13/12/23,43242.34,Shipped
1064,59,08/01/22,08/02/22,16/02/22,80329.22,Pending
1065,14,19/07/22,07/08/22,09/08/22,55685.68,Approved
1066,1,24/08/22,05/09/22,06/09/22,12417.53,Shipped
1067,40,16/04/23,29/04/23,29/04/23,28205.84,Received
1068,15,24/01/22,04/02/22,03/02/22,34998.69,Shipped
1069,39,11/01/24,21/01/24,20/01/24,99292.98,Received
1070,31,12/09/22,08/10/22,07/10/22,52257.31,Cancelled
1071,64,13/11/23,25/12/23,26/12/23,62457.16,Received
1072,53,12/04/24,23/04/24,21/04/24,38472.91,Received
1073,24,08/08/23,17/09/23,18/09/23,96844.4,Received
1074,62,12/07/23,13/08/23,12/08/23,74624.46,Received
1075,55,07/12/24,08/01/25,09/01/25,36114.09,Received
1076,70,19/10/23,30/11/23,28/11/23,76775.55,Pending
1077,22,13/02/23,10/03/23,17/03/23,96023.27,Pending
1078,23,12/06/23,16/07/23,23/07/23,46679.89,Received
1079,3,06/09/23,16/09/23,14/09/23,34070.87,Received
1080,60,27/06/23,05/07/23,06/07/23,24148.38,Pending
1081,11,16/09/23,28/09/23,28/09/23,74595.01,Shipped
1082,41,06/03/23,21/03/23,23/03/23,78456.28,Received
1083,62,18/09/23,20/10/23,22/10/23,69593.91,Shipped
1084,73,13/09/23,08/10/23,07/10/23,81928.51,Shipped
1085,6,02/01/24,21/01/24,20/01/24,40244.7,Received
1086,6,07/11/24,26/11/24,26/11/24,63560.89,Shipped
1087,38,29/12/24,18/01/25,16/01/25,78619.1,Received
1088,26,29/12/24,04/02/25,05/02/25,53650,Cancelled
1089,51,16/05/22,02/06/22,11/06/22,6969.92,Shipped
1090,55,06/09/24,08/10/24,07/10/24,66441.65,Approved
1091,39,15/09/23,25/09/23,27/09/23,20465.81,Received
1092,56,08/09/23,11/10/23,10/10/23,82245.08,Approved
1093,31,14/06/24,10/07/24,12/07/24,84501.66,Approved
1094,59,17/01/24,17/02/24,19/02/24,39009.65,Received
1095,70,26/10/22,07/12/22,08/12/22,49859.62,Received
1096,39,09/05/22,19/05/22,17/05/22,11278.1,Pending
1097,32,14/09/22,19/09/22,20/09/22,52895.9,Received
1098,58,24/12/23,03/01/24,03/01/24,39802.02,Pending
1099,23,18/10/23,21/11/23,26/11/23,52672.63,Shipped
1100,26,27/12/23,02/02/24,04/02/24,54946.86,Received
1101,29,09/02/22,19/03/22,18/03/22,96978.82,Pending
1102,13,13/11/22,24/12/22,26/12/22,43518.9,Received
1103,39,01/02/23,11/02/23,11/02/23,94878.2,Received
1104,21,04/05/22,26/05/22,25/05/22,37953.59,Received
1105,42,17/07/24,04/08/24,06/08/24,72934.89,Approved
1106,67,24/12/22,02/01/23,01/01/23,58739.4,Received
1107,34,12/04/24,27/05/24,25/05/24,75932.96,Approved
1108,18,19/09/24,09/10/24,11/10/24,63342.83,Received
1109,63,11/09/24,17/10/24,19/10/24,87974.86,Received
1110,31,05/10/24,31/10/24,30/10/24,92031.45,Pending
1111,33,19/08/22,25/09/22,24/09/22,21093.84,Approved
1112,27,12/08/22,26/08/22,25/08/22,96737.95,Approved
1113,17,01/07/22,10/07/22,11/07/22,16133.55,Shipped
1114,18,03/06/23,23/06/23,03/07/23,66295.19,Received
1115,12,23/05/22,15/06/22,15/06/22,41807.14,Pending
1116,12,28/04/24,21/05/24,19/05/24,93065.89,Shipped
1117,29,12/10/23,19/11/23,21/11/23,77040.41,Received
1118,45,17/03/23,06/04/23,06/04/23,88668.38,Shipped
1119,20,20/11/24,09/12/24,07/12/24,24479.27,Received
1120,23,04/07/23,07/08/23,06/08/23,46934.18,Received
1121,12,05/06/24,28/06/24,26/06/24,18331.01,Received
1122,6,21/10/24,09/11/24,19/11/24,30870.72,Received
1123,27,09/02/23,23/02/23,21/02/23,28545.62,Shipped
1124,11,14/08/23,26/08/23,04/09/23,54510.87,Received
1125,58,27/03/24,06/04/24,07/04/24,66418.3,Received
1126,66,21/08/22,05/09/22,03/09/22,57445.68,Received
1127,70,08/04/22,20/05/22,27/05/22,81512.67,Shipped
1128,9,26/06/22,25/07/22,23/07/22,79458.37,Received
1129,53,15/03/22,26/03/22,24/03/22,90522.83,Received
1130,42,20/02/24,09/03/24,08/03/24,57588.85,Shipped
1131,59,30/01/24,01/03/24,28/02/24,50409.05,Shipped
1132,57,24/01/23,01/02/23,02/02/23,32604.34,Pending
1133,60,17/07/24,25/07/24,25/07/24,64553.37,Received
1134,27,03/04/22,17/04/22,16/04/22,55493.18,Received
1135,34,07/02/24,23/03/24,27/03/24,58957.5,Approved
1136,10,05/10/22,26/10/22,28/10/22,92014.26,Shipped
1137,51,21/05/23,07/06/23,07/06/23,46858.17,Approved
1138,47,11/05/24,25/06/24,24/06/24,9020.05,Approved
1139,5,20/10/24,06/11/24,08/11/24,10603.9,Received
1140,6,14/03/24,02/04/24,04/04/24,68789.11,Pending
1141,39,20/01/24,30/01/24,01/02/24,7705.24,Approved
1142,49,14/11/22,20/12/22,20/12/22,55270.07,Shipped
1143,9,09/08/22,07/09/22,09/09/22,79848.48,Received
1144,66,20/01/22,04/02/22,02/02/22,43776.81,Pending
1145,5,23/01/23,09/02/23,07/02/23,5830.08,Shipped
1146,12,27/06/23,20/07/23,21/07/23,13691.8,Cancelled
1147,29,28/12/23,04/02/24,06/02/24,79575.08,Shipped
1148,4,17/10/24,04/11/24,06/11/24,89728.8,Received
1149,37,15/01/24,21/01/24,23/01/24,41837.63,Approved
1150,56,29/12/24,31/01/25,31/01/25,65891.03,Received
1151,39,25/04/24,05/05/24,04/05/24,73204.04,Received
1152,30,20/05/23,01/06/23,30/05/23,89386.37,Approved
1153,52,20/09/23,22/10/23,30/10/23,87622.47,Received
1154,13,15/02/22,28/03/22,05/04/22,31470.78,Shipped
1155,59,05/10/24,05/11/24,04/11/24,38984,Shipped
1156,31,21/08/23,16/09/23,20/09/23,94466.03,Shipped
1157,32,26/09/23,01/10/23,03/10/23,65065.39,Received
1158,35,29/12/22,15/01/23,17/01/23,85409.23,Shipped
1159,19,24/02/23,05/04/23,04/04/23,67822.19,Shipped
1160,39,10/05/23,20/05/23,20/05/23,38125.26,Cancelled
1161,1,27/07/22,08/08/22,11/08/22,84348.53,Shipped
1162,28,30/12/22,11/02/23,11/02/23,11769.26,Shipped
1163,54,25/07/23,14/08/23,15/08/23,80943.04,Received
1164,32,12/08/22,17/08/22,17/08/22,77610.79,Shipped
1165,36,14/09/24,22/10/24,21/10/24,32967.43,Received
1166,22,26/07/22,20/08/22,20/08/22,63772.63,Received
1167,61,14/10/22,04/11/22,06/11/22,56207.93,Received
1168,53,30/10/22,10/11/22,09/11/22,99001.8,Pending
1169,33,01/01/23,07/02/23,08/02/23,16379.62,Shipped
1170,35,23/03/24,09/04/24,11/04/24,21954.75,Shipped
1171,37,04/07/22,10/07/22,13/07/22,11336.72,Received
1172,37,14/02/24,20/02/24,19/02/24,39801.08,Received
1173,34,22/11/24,06/01/25,07/01/25,41957,Received
1174,74,24/08/23,27/09/23,29/09/23,50482.58,Shipped
1175,55,19/02/22,23/03/22,21/03/22,23671.23,Pending
1176,67,02/06/22,11/06/22,12/06/22,19689.78,Cancelled
1177,45,26/11/24,16/12/24,21/12/24,41672.28,Received
1178,41,06/01/22,21/01/22,20/01/22,86715.78,Shipped
1179,26,15/11/23,22/12/23,23/12/23,94530.85,Shipped
1180,9,15/07/23,13/08/23,12/08/23,79941.37,Received
1181,14,27/08/23,15/09/23,17/09/23,63326.91,Received
1182,47,17/01/24,02/03/24,03/03/24,76226.28,Pending
1183,36,22/02/22,01/04/22,30/03/22,11754.2,Received
1184,58,21/09/23,01/10/23,02/10/23,83704.7,Received
1185,34,09/08/24,23/09/24,25/09/24,82699.98,Received
1186,49,09/03/24,14/04/24,14/04/24,67488.31,Received
1187,59,25/06/24,26/07/24,24/07/24,39594.02,Shipped
1188,29,03/10/23,10/11/23,09/11/23,33096.39,Received
1189,44,14/12/22,11/01/23,11/01/23,29898.1,Shipped
1190,55,24/05/24,25/06/24,23/06/24,24678.88,Approved
1191,31,27/11/22,23/12/22,22/12/22,31446.17,Received
1192,54,24/04/22,14/05/22,22/05/22,8527.7,Shipped
1193,12,03/01/22,26/01/22,24/01/22,70134.94,Received
1194,12,12/05/24,04/06/24,02/06/24,75433.5,Approved
1195,57,04/09/23,12/09/23,13/09/23,21993.34,Received
1196,9,16/01/22,14/02/22,12/02/22,80621.56,Received
1197,49,28/03/22,03/05/22,05/05/22,38945.09,Approved
1198,58,23/09/22,03/10/22,01/10/22,63242.43,Pending
1199,8,19/10/22,06/11/22,14/11/22,35311.53,Shipped
1200,28,21/11/23,03/01/24,02/01/24,73838.02,Received
1201,31,23/02/24,20/03/24,18/03/24,13607.56,Approved
1202,20,28/11/24,17/12/24,17/12/24,93695.02,Received
1203,60,24/01/24,01/02/24,30/01/24,53889.6,Received
1204,40,22/09/24,05/10/24,06/10/24,82437,Shipped
1205,56,08/05/24,10/06/24,08/06/24,92696.18,Cancelled
1206,16,06/10/22,21/10/22,21/10/22,80276.78,Received
1207,59,31/08/24,01/10/24,08/10/24,48040.85,Received
1208,73,08/07/22,02/08/22,04/08/22,16075.88,Approved
1209,67,28/03/23,06/04/23,06/04/23,17414.41,Received
1210,66,11/05/23,26/05/23,24/05/23,69744.53,Shipped
1211,50,17/12/22,27/01/23,26/01/23,5530.12,Received
1212,45,20/10/22,09/11/22,14/11/22,65072.97,Received
1213,74,29/08/22,02/10/22,03/10/22,71515.08,Received
1214,32,22/09/23,27/09/23,28/09/23,91342.36,Received
1215,13,03/08/24,13/09/24,12/09/24,7657.04,Received
1216,59,09/11/22,10/12/22,08/12/22,86348.22,Approved
1217,51,21/08/22,07/09/22,07/09/22,58357.21,Shipped
1218,51,13/10/24,30/10/24,30/10/24,67398.58,Approved
1219,64,12/03/23,23/04/23,24/04/23,80829.04,Approved
1220,5,16/07/24,02/08/24,03/08/24,7134.1,Approved
1221,51,19/05/22,05/06/22,08/06/22,64735.95,Shipped
1222,69,29/01/22,12/03/22,13/03/22,42993.83,Pending
1223,14,11/11/24,30/11/24,01/12/24,6468.44,Received
1224,45,12/05/23,01/06/23,02/06/23,65145.35,Shipped
1225,14,15/02/24,05/03/24,07/03/24,52152.5,Shipped
1226,11,30/10/22,11/11/22,09/11/22,78654.11,Received
1227,43,07/02/23,24/02/23,24/02/23,85632.59,Received
1228,52,17/09/22,19/10/22,17/10/22,65263.43,Received
1229,53,18/09/23,29/09/23,28/09/23,93178.35,Received
1230,56,08/02/24,12/03/24,15/03/24,19246.49,Received
1231,67,12/03/24,21/03/24,22/03/24,11583.49,Received
1232,50,20/07/24,30/08/24,28/08/24,77743.92,Cancelled
1233,21,02/08/23,24/08/23,23/08/23,14689.88,Received
1234,34,05/01/23,19/02/23,18/02/23,64202.11,Shipped
1235,22,17/11/23,12/12/23,13/12/23,16626.53,Received
1236,74,11/05/23,14/06/23,12/06/23,41773.17,Shipped
1237,20,09/06/24,28/06/24,30/06/24,89070.11,Approved
1238,33,26/12/24,01/02/25,01/02/25,95811.57,Approved
1239,29,05/07/23,12/08/23,10/08/23,50752.47,Received
1240,30,13/07/22,25/07/22,25/07/22,58598.32,Shipped
1241,71,15/09/23,03/10/23,13/10/23,65707.53,Received
1242,29,24/08/23,01/10/23,03/10/23,77312.09,Shipped
1243,54,25/08/23,14/09/23,16/09/23,26049.86,Received
1244,63,01/07/22,06/08/22,05/08/22,33473.84,Received
1245,61,02/12/22,23/12/22,30/12/22,82521.22,Approved
1246,75,08/12/24,17/12/24,23/12/24,92535.37,Cancelled
1247,41,25/02/23,12/03/23,13/03/23,7606.32,Received
1248,39,15/05/22,25/05/22,23/05/22,62004.4,Shipped
1249,74,12/10/22,15/11/22,17/11/22,73063.66,Shipped
1250,59,24/06/22,25/07/22,26/07/22,80838.05,Received
1251,58,19/04/24,29/04/24,29/04/24,46781.18,Received
1252,74,12/02/22,18/03/22,27/03/22,73404.88,Received
1253,13,30/05/24,10/07/24,08/07/24,93654.59,Received
1254,50,02/01/22,12/02/22,11/02/22,38869.29,Pending
1255,2,09/01/22,22/01/22,30/01/22,9447.72,Shipped
1256,30,14/04/24,26/04/24,27/04/24,65898,Received
1257,51,28/05/23,14/06/23,14/06/23,50116.59,Approved
1258,63,12/02/24,19/03/24,21/03/24,61173.03,Received
1259,62,28/10/23,29/11/23,08/12/23,91117.35,Shipped
1260,56,09/01/24,11/02/24,11/02/24,93825.78,Shipped
1261,31,27/01/23,22/02/23,20/02/23,23921.56,Approved
1262,59,27/09/24,28/10/24,30/10/24,28914.5,Received
1263,73,28/06/24,23/07/24,24/07/24,46523.32,Approved
1264,35,22/01/24,08/02/24,09/02/24,7505.72,Shipped
1265,47,13/11/23,28/12/23,28/12/23,12936.24,Shipped
1266,43,23/03/22,09/04/22,19/04/22,24854.04,Shipped
1267,20,10/01/23,29/01/23,30/01/23,51770.43,Received
1268,35,22/08/22,08/09/22,08/09/22,95631.04,Approved
1269,46,09/05/22,18/06/22,28/06/22,33141.33,Pending
1270,73,02/03/22,27/03/22,29/03/22,22628.65,Approved
1271,71,05/01/24,23/01/24,22/01/24,6553.43,Shipped
1272,5,19/01/23,05/02/23,03/02/23,97135.07,Approved
1273,68,12/08/22,11/09/22,11/09/22,38796.04,Shipped
1274,31,01/07/23,27/07/23,27/07/23,64274.68,Received
1275,49,03/06/23,09/07/23,12/07/23,13927.61,Pending
1276,66,05/08/23,20/08/23,18/08/23,21081.44,Cancelled
1277,70,26/02/22,09/04/22,07/04/22,73477.82,Approved
1278,24,10/09/24,20/10/24,22/10/24,31262.74,Received
1279,68,16/09/22,16/10/22,16/10/22,85550.49,Approved
1280,39,15/04/24,25/04/24,24/04/24,16697.15,Shipped
1281,13,05/10/24,15/11/24,15/11/24,53697.25,Shipped
1282,15,26/08/23,06/09/23,06/09/23,18528.32,Approved
1283,10,17/07/22,07/08/22,07/08/22,18539.03,Pending
1284,59,07/02/23,10/03/23,08/03/23,59920.39,Shipped
1285,55,27/05/23,28/06/23,29/06/23,22310.23,Approved
1286,41,24/06/23,09/07/23,11/07/23,81771.34,Shipped
1287,11,08/02/22,20/02/22,18/02/22,67558.59,Approved
1288,24,06/05/22,15/06/22,15/06/22,89834.99,Received
1289,69,10/09/22,22/10/22,28/10/22,92653.27,Received
1290,39,06/09/22,16/09/22,16/09/22,69875.82,Received
1291,60,09/01/22,17/01/22,25/01/22,15899.86,Approved
1292,43,09/10/24,26/10/24,25/10/24,46044.21,Received
1293,61,24/07/22,14/08/22,16/08/22,97828.07,Received
1294,75,07/11/24,16/11/24,15/11/24,26036.92,Pending
1295,28,23/09/23,05/11/23,03/11/23,94548.44,Received
1296,40,03/06/24,16/06/24,16/06/24,8665.91,Approved
1297,41,25/10/22,09/11/22,09/11/22,91711.59,Shipped
1298,60,16/04/24,24/04/24,24/04/24,5329.14,Shipped
1299,17,30/09/24,09/10/24,07/10/24,69715.34,Pending
1300,43,15/03/22,01/04/22,30/03/22,94473.34,Received
1301,61,08/10/24,29/10/24,29/10/24,11253.52,Received
1302,44,16/09/22,14/10/22,12/10/22,36271.09,Received
1303,53,07/10/24,18/10/24,18/10/24,6290.29,Received
1304,31,26/01/23,21/02/23,19/02/23,15480.34,Received
1305,54,14/10/23,03/11/23,05/11/23,15266.59,Received
1306,19,05/07/23,14/08/23,15/08/23,94417.67,Shipped
1307,26,31/10/23,07/12/23,09/12/23,66816.64,Approved
1308,5,16/12/24,02/01/25,03/01/25,98326.28,Shipped
1309,47,01/04/24,16/05/24,17/05/24,86943.07,Shipped
1310,32,29/01/24,03/02/24,04/02/24,70164.4,Received
