InventoryID,ProductID,WarehouseID,QuantityOnHand,ReorderPoint,SafetyStock,LastStocktakeDate,InventoryValue
1724,140,6,628,224,120,31/08/25,244423.88
1725,303,6,1141,90,62,31/08/25,318087.98
1726,5,6,1252,206,121,31/08/25,280084.92
1727,46,6,1457,173,38,31/08/25,356498.76
1728,197,6,1248,215,29,31/08/25,324554.88
1729,239,6,887,244,149,31/08/25,343464.14
1730,346,6,356,226,84,31/08/25,169057.28
1731,126,6,1153,299,122,31/08/25,447779.08
1732,357,6,1050,269,53,31/08/25,196696.5
1733,261,6,794,83,144,31/08/25,183803.06
1734,43,6,444,290,68,31/08/25,176490
1735,281,6,589,179,129,31/08/25,26976.2
1736,388,6,1168,73,47,31/08/25,498432.32
1737,192,6,1407,245,126,31/08/25,230719.86
1738,144,6,842,104,101,31/08/25,109931.52
1739,40,6,1038,276,77,31/08/25,297989.04
1740,299,6,892,71,118,31/08/25,73920.04
1741,255,6,853,222,27,31/08/25,53269.85
1742,269,6,724,76,47,31/08/25,44547.72
1743,359,6,599,116,123,31/08/25,11135.41
1744,80,6,123,251,122,31/08/25,22469.64
1745,363,6,367,55,48,31/08/25,20419.88
1746,166,6,249,146,97,31/08/25,117303.9
1747,185,6,306,71,130,31/08/25,55193.22
1748,284,6,679,264,83,31/08/25,33420.38
1749,352,6,1283,208,113,31/08/25,257780.36
1750,13,6,438,57,110,31/08/25,197209.5
1751,70,6,844,266,35,31/08/25,361848.12
1752,220,6,1052,75,62,31/08/25,114036.8
1753,204,6,763,133,99,31/08/25,81389.21
1754,159,6,361,219,51,31/08/25,98686.57
1755,66,6,907,257,32,31/08/25,321241.26
1756,28,6,706,297,21,31/08/25,80208.66
1757,318,6,170,99,102,31/08/25,30634
1758,246,6,47,94,130,31/08/25,10476.77
1759,335,6,152,182,140,31/08/25,49738.96
1760,232,6,1149,118,90,31/08/25,569766.12
1761,47,6,1297,200,24,31/08/25,200542.14
1762,360,6,11,222,131,31/08/25,1180.63
1763,201,6,1417,57,29,31/08/25,700663.99
1764,184,6,585,277,61,31/08/25,62963.55
1765,350,6,490,234,44,31/08/25,138929.7
1766,218,6,166,288,31,31/08/25,21782.52
1767,137,6,624,58,134,31/08/25,19568.64
1768,11,6,222,172,84,31/08/25,39698.04
1769,92,6,1143,170,100,31/08/25,213546.69
1770,375,6,269,138,20,31/08/25,51026.61
1771,109,6,1391,169,144,31/08/25,296032.62
1772,247,6,316,234,121,31/08/25,152457.36
1773,347,6,849,234,74,31/08/25,37177.71
1774,62,6,1177,281,51,31/08/25,486501.18
1775,60,6,1079,300,116,31/08/25,256435.14
1776,332,6,797,150,36,31/08/25,59472.14
1777,397,6,1129,224,99,31/08/25,256068.49
1778,27,6,190,198,102,31/08/25,1504.8
1779,117,6,298,278,48,31/08/25,37381.12
1780,115,6,1004,105,70,31/08/25,233510.32
1781,68,6,665,126,102,31/08/25,96431.65
1782,35,6,343,243,112,31/08/25,99476.86
1783,178,6,140,240,66,31/08/25,3490.2
1784,65,6,551,191,128,31/08/25,273389.67
1785,21,6,1168,134,115,31/08/25,470739.04
1786,226,6,1344,273,99,31/08/25,616721.28
1787,286,6,580,122,39,31/08/25,64066.8
1788,50,6,656,132,137,31/08/25,51725.6
1789,338,6,122,240,53,31/08/25,20604.58
1790,123,6,357,155,22,31/08/25,106767.99
1791,387,6,1009,265,74,31/08/25,441639.3
1792,42,6,1298,66,130,31/08/25,161562.06
1793,41,6,457,182,43,31/08/25,182768.01
1794,371,6,884,53,131,31/08/25,56850.04
1795,85,6,266,137,110,31/08/25,115936.1
1796,258,6,105,137,30,31/08/25,29623.65
1797,263,6,811,54,144,31/08/25,57824.3
1798,358,6,587,231,114,31/08/25,175542.35
1799,158,6,1208,74,71,31/08/25,109275.68
1800,127,6,804,251,127,31/08/25,104310.96
1801,295,6,687,267,104,31/08/25,42875.67
1802,39,6,775,119,86,31/08/25,170972.75
1803,131,6,874,193,138,31/08/25,150065.8
1804,100,6,226,169,27,31/08/25,112398.84
1805,9,6,1325,136,80,31/08/25,523043.75
1806,102,6,860,113,102,31/08/25,287437.8
1807,200,6,1319,268,131,31/08/25,83255.28
1808,321,6,910,133,35,31/08/25,249831.4
1809,194,6,641,97,25,31/08/25,6147.19
1810,143,6,784,137,58,31/08/25,215066.88
1811,36,6,752,204,104,31/08/25,263282.72
1812,55,6,677,215,68,31/08/25,41845.37
1813,265,6,864,52,41,31/08/25,75686.4
1814,343,6,1442,297,84,31/08/25,409960.6
1815,162,6,784,196,60,31/08/25,163338.56
1816,155,6,818,177,135,31/08/25,154724.7
1817,103,6,1079,199,54,31/08/25,403082.03
1818,215,6,1008,233,67,31/08/25,343707.84
1819,340,6,622,285,56,31/08/25,30092.36
1820,365,6,209,157,56,31/08/25,80237.19
1821,180,6,1100,96,47,31/08/25,312015
1822,339,6,934,295,30,31/08/25,114499.06
1823,111,6,111,186,56,31/08/25,15564.42
1824,141,6,837,130,131,31/08/25,350836.92
1825,75,6,1273,199,124,31/08/25,111196.55
1826,291,6,753,283,73,31/08/25,160637.49
1827,190,6,837,165,22,31/08/25,379219.59
1828,1,6,1301,148,26,31/08/25,573780.03
1829,2,6,350,238,71,31/08/25,143314.5
1830,268,6,872,260,103,31/08/25,236416.64
1831,241,6,342,242,52,31/08/25,16487.82
1832,385,6,310,248,116,31/08/25,3506.1
1833,136,6,245,138,134,31/08/25,34307.35
1834,177,6,859,191,30,31/08/25,171782.82
1835,216,6,24,180,114,31/08/25,5065.92
1836,118,6,1495,279,63,31/08/25,64000.95
1837,195,6,158,286,60,31/08/25,67350.66
1838,328,6,1135,247,61,31/08/25,215570.55
1839,235,6,345,156,84,31/08/25,160335.3
1840,206,6,310,156,62,31/08/25,34986.6
1841,106,6,212,217,146,31/08/25,81087.88
1842,334,6,339,299,61,31/08/25,124626.57
1843,322,6,110,69,118,31/08/25,33062.7
1844,389,6,1280,126,140,31/08/25,122265.6
1845,395,6,432,204,22,31/08/25,183677.76
1846,132,6,964,78,41,31/08/25,213670.6
1847,63,6,928,54,50,31/08/25,207695.68
1848,147,6,1280,216,49,31/08/25,567641.6
1849,249,6,734,84,113,31/08/25,171389
1850,393,6,937,133,85,31/08/25,409665.77
1851,273,6,1194,273,93,31/08/25,324397.86
1852,373,6,693,207,81,31/08/25,221122.44
1853,383,6,1144,123,79,31/08/25,70287.36
1854,370,6,18,108,71,31/08/25,7674.3
1855,135,6,259,192,47,31/08/25,83496.42
1856,12,6,33,124,22,31/08/25,9648.87
1857,376,6,23,58,132,31/08/25,8010.67
1858,91,6,120,114,68,31/08/25,37170
1859,64,6,323,187,121,31/08/25,6230.67
1860,120,6,875,187,105,31/08/25,331143.75
1861,225,6,1225,228,150,31/08/25,469003.5
1862,174,6,202,186,46,31/08/25,6064.04
1863,362,6,793,103,114,31/08/25,355470.18
1864,313,6,490,176,109,31/08/25,74935.7
1865,390,6,966,147,30,31/08/25,428546.58
1866,342,6,87,88,137,31/08/25,16413.42
1867,145,6,1295,65,25,31/08/25,34900.25
1868,400,6,331,208,120,31/08/25,127391.97
1869,228,6,730,273,72,31/08/25,226905.9
1870,289,6,774,112,73,31/08/25,153964.08
1871,240,6,1210,95,131,31/08/25,239410.6
1872,97,6,1044,52,46,31/08/25,407285.28
1873,311,6,520,186,90,31/08/25,70813.6
1874,128,6,254,143,21,31/08/25,76085.7
1875,188,6,641,64,46,31/08/25,95361.57
1876,34,6,728,56,146,31/08/25,222469.52
1877,267,6,335,103,80,31/08/25,119434.2
1878,260,6,15,76,28,31/08/25,5661
1879,222,6,1076,99,130,31/08/25,144689.72
1880,379,6,197,81,34,31/08/25,97026.44
1881,168,6,1126,172,61,31/08/25,501126.3
1882,236,7,819,237,30,31/08/25,101580.57
1883,243,7,466,203,79,31/08/25,122534.7
1884,167,7,1474,224,120,31/08/25,66639.54
1885,61,7,1074,158,125,31/08/25,357620.52
1886,178,7,1292,189,62,31/08/25,32209.56
1887,300,7,1073,91,109,31/08/25,461443.65
1888,320,7,1308,111,80,31/08/25,579313.2
1889,124,7,1063,65,76,31/08/25,323662.24
1890,160,7,1370,270,50,31/08/25,674916.8
1891,325,7,194,270,130,31/08/25,68245.32
1892,244,7,1118,116,56,31/08/25,246138.88
1893,200,7,658,143,57,31/08/25,41532.96
1894,223,7,972,158,49,31/08/25,204022.8
1895,356,7,857,183,113,31/08/25,86059.94
1896,188,7,1383,264,126,31/08/25,205748.91
1897,283,7,1471,296,144,31/08/25,513849.72
1898,71,7,1120,109,115,31/08/25,540500.8
1899,227,7,127,258,53,31/08/25,9278.62
1900,368,7,781,286,98,31/08/25,41635.11
1901,196,7,366,104,144,31/08/25,35564.22
1902,358,7,340,200,98,31/08/25,101677
1903,122,7,1231,204,112,31/08/25,51357.32
1904,229,7,672,137,128,31/08/25,179464.32
1905,22,7,722,95,57,31/08/25,193431.02
1906,30,7,18,143,137,31/08/25,7813.62
1907,35,7,1122,297,126,31/08/25,325402.44
1908,129,7,990,100,56,31/08/25,333511.2
1909,370,7,51,210,27,31/08/25,21743.85
1910,156,7,1425,91,75,31/08/25,684655.5
1911,144,7,814,158,144,31/08/25,106275.84
1912,88,7,1257,151,87,31/08/25,144027.06
1913,148,7,972,111,80,31/08/25,96811.2
1914,343,7,1017,161,105,31/08/25,289133.1
1915,33,7,182,290,147,31/08/25,12281.36
1916,255,7,616,148,59,31/08/25,38469.2
1917,238,7,482,252,29,31/08/25,9476.12
1918,203,7,230,172,122,31/08/25,95505.2
1919,185,7,763,186,42,31/08/25,137622.31
1920,166,7,0,66,113,31/08/25,0
1921,86,7,547,84,90,31/08/25,101774.82
1922,170,7,789,104,32,31/08/25,340406.16
1923,120,7,163,70,71,31/08/25,61687.35
1924,230,7,188,172,27,31/08/25,86372.84
1925,145,7,48,242,114,31/08/25,1293.6
1926,327,7,621,217,62,31/08/25,107855.28
1927,186,7,458,114,23,31/08/25,215736.32
1928,307,7,1188,165,69,31/08/25,533602.08
1929,298,7,422,150,99,31/08/25,150907.2
1930,224,7,1108,112,76,31/08/25,89127.52
1931,77,7,898,282,118,31/08/25,308148.7
1932,28,7,581,253,80,31/08/25,66007.41
1933,171,7,677,124,53,31/08/25,84394.82
1934,385,7,749,267,28,31/08/25,8471.19
1935,371,7,207,256,41,31/08/25,13312.17
1936,47,7,601,162,146,31/08/25,92926.62
1937,237,7,431,207,45,31/08/25,161194
1938,32,7,488,188,65,31/08/25,159488.16
1939,7,7,865,213,118,31/08/25,48336.2
1940,113,7,870,60,63,31/08/25,333436.2
1941,60,7,447,298,49,31/08/25,106234.02
1942,1,7,370,56,53,31/08/25,163181.1
1943,296,7,622,266,94,31/08/25,6605.64
1944,392,7,714,234,120,31/08/25,317273.04
1945,161,7,664,186,33,31/08/25,267465.84
1946,399,7,284,72,125,31/08/25,80471.4
1947,219,7,267,66,36,31/08/25,51183.9
1948,345,7,420,95,69,31/08/25,18513.6
1949,400,7,1269,261,39,31/08/25,488400.03
1950,76,7,137,294,95,31/08/25,17245.56
1951,137,7,1440,285,144,31/08/25,45158.4
1952,34,7,519,149,141,31/08/25,158601.21
1953,350,7,1458,55,110,31/08/25,413386.74
1954,280,7,78,102,46,31/08/25,8201.7
1955,131,7,1109,184,33,31/08/25,190415.3
1956,216,7,830,255,143,31/08/25,175196.4
1957,287,7,1294,129,144,31/08/25,488433.24
1958,142,7,360,67,123,31/08/25,111358.8
1959,180,7,321,100,142,31/08/25,91051.65
1960,38,7,343,125,146,31/08/25,153091.19
1961,221,7,905,103,43,31/08/25,275282.9
1962,36,7,828,77,76,31/08/25,289891.08
1963,107,7,348,164,90,31/08/25,161785.2
1964,58,7,972,219,39,31/08/25,115007.04
1965,263,7,201,57,72,31/08/25,14331.3
1966,163,7,1000,161,31,31/08/25,261090
1967,259,7,466,219,44,31/08/25,9063.7
1968,359,7,1134,286,145,31/08/25,21081.06
1969,40,7,1185,172,82,31/08/25,340189.8
1970,5,7,299,90,71,31/08/25,66889.29
1971,64,7,456,120,112,31/08/25,8796.24
1972,153,7,982,101,113,31/08/25,254318.36
1973,252,7,303,50,102,31/08/25,116845.89
1974,246,7,63,197,78,31/08/25,14043.33
1975,337,7,1370,285,25,31/08/25,675012.7
1976,74,7,831,134,74,31/08/25,263776.02
1977,81,7,256,159,142,31/08/25,95708.16
1978,284,7,116,122,92,31/08/25,5709.52
1979,3,7,1417,170,63,31/08/25,204713.99
1980,55,7,711,222,91,31/08/25,43946.91
1981,225,7,970,138,87,31/08/25,371374.2
1982,317,7,700,96,142,31/08/25,61705
1983,6,7,604,131,142,31/08/25,177177.36
1984,297,7,815,223,134,31/08/25,319202.9
1985,340,7,1031,69,36,31/08/25,49879.78
1986,127,7,1233,275,30,31/08/25,159969.42
1987,66,7,748,149,62,31/08/25,264926.64
1988,68,7,1068,214,128,31/08/25,154870.68
1989,264,7,416,200,102,31/08/25,124895.68
1990,354,7,911,254,56,31/08/25,126045.96
1991,117,7,336,138,85,31/08/25,42147.84
1992,218,7,1096,154,115,31/08/25,143817.12
1993,355,7,1249,70,70,31/08/25,324814.94
1994,99,7,999,102,48,31/08/25,454844.7
1995,305,7,1227,217,32,31/08/25,147644.91
1996,2,7,838,75,133,31/08/25,343135.86
1997,201,7,225,154,74,31/08/25,111255.75
1998,146,7,492,276,23,31/08/25,46853.16
1999,348,7,756,57,98,31/08/25,345885.12
2000,382,7,473,116,67,31/08/25,100905.09
2001,260,7,569,96,69,31/08/25,214740.6
2002,93,7,675,128,68,31/08/25,217046.25
2003,383,7,1293,59,132,31/08/25,79441.92
2004,369,7,1248,114,73,31/08/25,225725.76
2005,115,7,999,289,106,31/08/25,232347.42
2006,37,7,1069,134,25,31/08/25,201431.67
2007,335,7,718,93,28,31/08/25,234951.14
2008,395,7,79,166,147,31/08/25,33589.22
2009,165,7,1452,169,146,31/08/25,187380.6
2010,310,7,400,253,48,31/08/25,22920
2011,130,7,1422,160,143,31/08/25,710985.78
2012,80,7,1062,261,99,31/08/25,194006.16
2013,67,7,270,103,106,31/08/25,69276.6
2014,181,7,1497,232,76,31/08/25,359160.24
2015,293,7,254,53,58,31/08/25,89509.6
2016,278,7,1340,260,51,31/08/25,556140.2
2017,286,7,990,232,41,31/08/25,109355.4
2018,44,7,562,136,139,31/08/25,156781.14
2019,140,7,1212,84,70,31/08/25,471722.52
2020,233,7,591,54,33,31/08/25,53089.53
2021,247,7,1460,162,99,31/08/25,704391.6
2022,377,7,1404,263,126,31/08/25,214264.44
2023,63,7,1130,112,42,31/08/25,252905.3
2024,332,7,50,192,49,31/08/25,3731
2025,379,7,0,116,141,31/08/25,0
2026,168,7,497,147,62,31/08/25,221189.85
2027,290,7,9,142,125,31/08/25,2270.61
2028,281,7,513,206,114,31/08/25,23495.4
2029,84,7,640,238,85,31/08/25,280864
2030,26,7,820,260,91,31/08/25,29372.4
2031,389,7,1379,103,53,31/08/25,131722.08
2032,393,7,1390,300,49,31/08/25,607721.9
2033,90,7,595,207,132,31/08/25,282589.3
2034,119,7,1155,291,49,31/08/25,64552.95
2035,31,7,266,137,113,31/08/25,100345.84
2036,197,7,566,229,107,31/08/25,147193.96
2037,256,7,472,89,49,31/08/25,25167.04
2038,110,7,539,162,102,31/08/25,44693.88
2039,191,7,717,278,113,31/08/25,345909.48
2040,147,7,797,133,111,31/08/25,353445.59
2041,73,7,1252,68,108,31/08/25,56039.52
2042,362,7,228,214,93,31/08/25,102203.28
2043,357,7,1179,75,53,31/08/25,220862.07
2044,94,7,87,143,102,31/08/25,9355.98
2045,309,7,1319,229,119,31/08/25,611211.41
2046,211,7,256,197,22,31/08/25,25164.8
2047,391,7,146,81,76,31/08/25,49756.8
2048,222,7,1171,184,115,31/08/25,157464.37
2049,116,7,830,83,87,31/08/25,170556.7
2050,149,7,1329,237,80,31/08/25,295928.43
2051,261,7,176,165,69,31/08/25,40742.24
2052,103,7,1151,147,49,31/08/25,429979.07
2053,105,7,126,258,62,31/08/25,36674.82
2054,42,7,180,233,72,31/08/25,22404.6
2055,193,7,1155,231,66,31/08/25,244686.75
2056,232,7,537,231,140,31/08/25,266287.56
2057,59,7,898,87,120,31/08/25,213634.2
2058,194,7,1313,278,37,31/08/25,12591.67
2059,386,7,1252,67,50,31/08/25,454688.84
2060,353,7,193,246,115,31/08/25,30671.56
2061,292,7,1370,92,26,31/08/25,184648.6
2062,291,7,795,152,75,31/08/25,169597.35
2063,212,7,30,165,130,31/08/25,1648.2
2064,380,7,1129,206,45,31/08/25,148598.98
2065,217,7,223,63,140,31/08/25,17048.35
2066,274,7,892,216,30,31/08/25,410132.68
2067,50,7,466,104,52,31/08/25,36744.1
2068,169,7,435,230,94,31/08/25,17887.2
2069,150,7,212,189,96,31/08/25,77360.92
2070,135,7,354,248,29,31/08/25,114122.52
2071,79,7,165,252,43,31/08/25,21252
2072,52,7,48,190,142,31/08/25,23052
2073,91,7,827,298,149,31/08/25,256163.25
2074,306,7,1109,174,145,31/08/25,296391.34
2075,128,7,1327,55,48,31/08/25,397502.85
2076,14,7,1087,250,40,31/08/25,237498.63
2077,245,7,1007,187,147,31/08/25,312421.75
2078,24,7,1069,108,139,31/08/25,131946.67
2079,341,7,818,61,31,31/08/25,345744.06
2080,16,7,802,122,136,31/08/25,229941.42
2081,304,7,1290,189,100,31/08/25,384278.1
2082,396,7,231,67,108,31/08/25,6911.52
2083,10,7,1432,232,122,31/08/25,588795.44
2084,62,7,1399,54,68,31/08/25,578262.66
2085,248,7,1351,163,28,31/08/25,552775.16
2086,262,7,348,67,46,31/08/25,21415.92
2087,314,7,45,216,142,31/08/25,10516.95
2088,106,7,1143,279,139,31/08/25,437186.07
2089,69,7,1371,252,105,31/08/25,232466.76
2090,4,7,812,131,128,31/08/25,41160.28
2091,231,7,411,244,63,31/08/25,77950.26
2092,333,7,591,262,26,31/08/25,6288.24
2093,57,7,586,255,88,31/08/25,159561.94
2094,98,7,389,108,89,31/08/25,125822.05
2095,187,7,150,211,138,31/08/25,70077
2096,108,7,111,284,89,31/08/25,48349.38
2097,184,7,1174,227,119,31/08/25,126357.62
2098,206,7,333,287,140,31/08/25,37582.38
2099,85,7,178,140,62,31/08/25,77581.3
2100,134,7,84,150,99,31/08/25,32774.28
2101,367,7,1364,161,123,31/08/25,367788.96
2102,394,7,60,277,64,31/08/25,20012.4
2103,375,7,680,254,84,31/08/25,128989.2
2104,210,7,981,94,65,31/08/25,331950.78
2105,339,7,91,54,93,31/08/25,11155.69
2106,397,7,261,104,30,31/08/25,59197.41
2107,189,7,172,98,112,31/08/25,23944.12
2108,289,7,460,157,41,31/08/25,91503.2
2109,324,7,926,68,58,31/08/25,433303.18
2110,125,7,776,271,103,31/08/25,99040.88
2111,202,7,1058,148,99,31/08/25,400558.8
2112,363,7,705,274,72,31/08/25,39226.2
2113,366,7,71,259,124,31/08/25,32228.32
2114,381,7,1081,87,53,31/08/25,67367.92
2115,126,7,453,216,106,31/08/25,175927.08
2116,121,7,966,201,103,31/08/25,155999.34
2117,285,7,703,188,109,31/08/25,349046.53
2118,29,7,1284,155,81,31/08/25,629750.64
2119,338,7,1270,169,88,31/08/25,214490.3
2120,302,7,1426,251,81,31/08/25,164674.48
2121,18,7,697,159,79,31/08/25,232526.17
2122,12,7,481,196,72,31/08/25,140639.59
2123,154,7,7,284,150,31/08/25,267.96
2124,374,7,366,268,65,31/08/25,25275.96
2125,254,7,323,148,140,31/08/25,61431.37
2126,376,7,616,67,91,31/08/25,214546.64
2127,312,7,468,210,54,31/08/25,195989.04
2128,257,7,1175,180,56,31/08/25,69477.75
2129,277,7,916,105,73,31/08/25,305715
2130,175,7,287,153,33,31/08/25,53399.22
2131,398,7,330,75,64,31/08/25,69006.3
2132,271,7,1481,118,111,31/08/25,641746.92
2133,204,7,567,223,107,31/08/25,60481.89
2134,75,7,383,217,149,31/08/25,33455.05
2135,56,7,264,269,89,31/08/25,99192.72
2136,349,7,921,102,80,31/08/25,363187.14
2137,8,7,1327,70,130,31/08/25,585605.1
2138,313,7,790,180,34,31/08/25,120814.7
2139,136,7,800,151,88,31/08/25,112024
2140,373,7,995,194,132,31/08/25,317484.6
2141,388,7,1222,161,145,31/08/25,521476.28
2142,361,7,196,184,38,31/08/25,17783.08
2143,364,7,276,132,110,31/08/25,10101.6
2144,17,7,1070,82,56,31/08/25,239337.6
2145,329,7,342,61,120,31/08/25,164341.26
2146,250,7,1050,169,46,31/08/25,334425
2147,172,7,304,93,38,31/08/25,146385.12
2148,269,7,1357,92,87,31/08/25,83496.21
2149,279,7,842,100,146,31/08/25,45712.18
2150,268,7,424,228,129,31/08/25,114954.88
2151,267,7,1495,98,78,31/08/25,532997.4
2152,155,7,871,282,23,31/08/25,164749.65
2153,118,7,847,125,42,31/08/25,36260.07
2154,176,7,1172,167,133,31/08/25,229993.28
2155,295,7,1010,92,143,31/08/25,63034.1
2156,111,7,530,225,149,31/08/25,74316.6
2157,25,7,1460,109,143,31/08/25,116303.6
2158,96,7,212,258,49,31/08/25,35037.24
2159,272,7,14,69,97,31/08/25,4339.86
2160,275,7,830,94,108,31/08/25,62557.1
2161,109,7,1495,114,133,31/08/25,318165.9
2162,157,7,1286,145,141,31/08/25,290520.26
2163,299,7,1238,159,57,31/08/25,102593.06
2164,347,7,333,165,99,31/08/25,14582.07
2165,328,7,138,299,146,31/08/25,26210.34
2166,13,7,797,59,142,31/08/25,358849.25
2167,321,7,494,173,75,31/08/25,135622.76
2168,132,7,1325,69,26,31/08/25,293686.25
2169,235,7,1111,142,30,31/08/25,516326.14
2170,15,7,756,51,122,31/08/25,156605.4
2171,49,7,562,115,129,31/08/25,271401.04
2172,23,7,1015,287,102,31/08/25,378706.65
2173,151,7,137,194,143,31/08/25,22922.84
2174,181,8,1428,283,91,31/08/25,342605.76
2175,366,8,788,128,145,31/08/25,357688.96
2176,79,8,351,266,27,31/08/25,45208.8
2177,361,8,1363,147,114,31/08/25,123664.99
2178,62,8,1195,150,116,31/08/25,493941.3
2179,33,8,726,290,75,31/08/25,48990.48
2180,71,8,750,116,86,31/08/25,361942.5
2181,377,8,851,289,78,31/08/25,129871.11
2182,148,8,521,285,109,31/08/25,51891.6
2183,17,8,901,173,83,31/08/25,201535.68
2184,72,8,146,50,137,31/08/25,52941.06
2185,299,8,929,148,79,31/08/25,76986.23
2186,5,8,713,79,118,31/08/25,159505.23
2187,241,8,1376,271,103,31/08/25,66336.96
2188,76,8,1211,126,27,31/08/25,152440.68
2189,50,8,1350,274,112,31/08/25,106447.5
2190,297,8,960,253,120,31/08/25,375993.6
2191,123,8,1111,252,63,31/08/25,332266.77
2192,304,8,360,263,88,31/08/25,107240.4
2193,272,8,1322,121,144,31/08/25,409806.78
2194,32,8,51,142,32,31/08/25,16667.82
2195,226,8,1305,238,145,31/08/25,598825.35
2196,218,8,167,175,59,31/08/25,21913.74
2197,269,8,1107,178,61,31/08/25,68113.71
2198,394,8,1140,103,139,31/08/25,380235.6
2199,87,8,284,254,85,31/08/25,54985.24
2200,53,8,235,225,58,31/08/25,9907.6
2201,82,8,1052,65,36,31/08/25,135771.12
2202,141,8,608,181,132,31/08/25,254849.28
2203,144,8,323,214,121,31/08/25,42170.88
2204,274,8,859,166,38,31/08/25,394959.61
2205,276,8,132,198,90,31/08/25,49651.8
2206,264,8,773,88,35,31/08/25,232077.79
2207,257,8,1105,273,23,31/08/25,65338.65
2208,7,8,999,51,30,31/08/25,55824.12
2209,293,8,718,111,134,31/08/25,253023.2
2210,317,8,1010,63,95,31/08/25,89031.5
2211,103,8,357,196,88,31/08/25,133364.49
2212,243,8,1002,90,103,31/08/25,263475.9
2213,323,8,1061,246,50,31/08/25,57898.77
2214,397,8,967,251,44,31/08/25,219325.27
2215,44,8,764,60,100,31/08/25,213133.08
2216,143,8,619,105,149,31/08/25,169804.08
2217,28,8,1302,96,24,31/08/25,147920.22
2218,156,8,18,137,65,31/08/25,8648.28
2219,222,8,1282,207,99,31/08/25,172390.54
2220,184,8,592,190,22,31/08/25,63716.96
2221,4,8,75,54,52,31/08/25,3801.75
2222,105,8,758,271,61,31/08/25,220631.06
2223,48,8,307,236,42,31/08/25,133511.23
2224,54,8,589,181,64,31/08/25,85375.55
2225,153,8,829,250,46,31/08/25,214694.42
2226,279,8,403,55,71,31/08/25,21878.87
2227,74,8,1470,171,140,31/08/25,466607.4
2228,285,8,412,99,111,31/08/25,204562.12
2229,23,8,1435,121,42,31/08/25,535412.85
2230,49,8,904,79,149,31/08/25,436559.68
2231,326,8,192,233,99,31/08/25,4567.68
2232,256,8,631,251,22,31/08/25,33644.92
2233,146,8,1399,257,32,31/08/25,133226.77
2234,65,8,130,57,117,31/08/25,64502.1
2235,355,8,449,178,40,31/08/25,116766.94
2236,383,8,338,285,28,31/08/25,20766.72
2237,322,8,929,61,55,31/08/25,279229.53
2238,14,8,285,240,48,31/08/25,62269.65
2239,217,8,800,235,86,31/08/25,61160
2240,113,8,272,155,50,31/08/25,104246.72
2241,330,8,305,72,86,31/08/25,90441.65
2242,249,8,1416,165,147,31/08/25,330636
2243,99,8,1204,237,110,31/08/25,548181.2
2244,142,8,390,148,28,31/08/25,120638.7
2245,15,8,113,252,125,31/08/25,23407.95
2246,69,8,733,263,139,31/08/25,124287.48
2247,29,8,164,220,86,31/08/25,80435.44
2248,66,8,909,99,76,31/08/25,321949.62
2249,135,8,842,218,65,31/08/25,271443.96
2250,78,8,1070,98,66,31/08/25,482677
2251,104,8,1300,83,76,31/08/25,234039
2252,139,8,1178,138,60,31/08/25,279433.38
2253,110,8,1140,194,44,31/08/25,94528.8
2254,158,8,212,177,57,31/08/25,19177.52
2255,102,8,235,94,36,31/08/25,78544.05
2256,157,8,1108,161,73,31/08/25,250308.28
2257,81,8,230,275,46,31/08/25,85987.8
2258,9,8,1327,223,45,31/08/25,523833.25
2259,282,8,1034,143,90,31/08/25,53892.08
2260,268,8,741,126,144,31/08/25,200899.92
2261,353,8,913,237,120,31/08/25,145093.96
2262,389,8,1173,159,123,31/08/25,112044.96
2263,400,8,1080,232,127,31/08/25,415659.6
2264,281,8,209,234,81,31/08/25,9572.2
2265,165,8,13,82,103,31/08/25,1677.65
2266,335,8,1079,161,141,31/08/25,353081.17
2267,325,8,134,65,72,31/08/25,47138.52
2268,378,8,1370,71,24,31/08/25,682383.3
2269,329,8,836,132,95,31/08/25,401723.08
2270,220,8,816,242,86,31/08/25,88454.4
2271,340,8,1035,218,44,31/08/25,50073.3
2272,357,8,913,190,63,31/08/25,171032.29
2273,398,8,82,85,124,31/08/25,17147.02
2274,114,8,878,238,50,31/08/25,310214.96
2275,25,8,581,223,59,31/08/25,46282.46
2276,94,8,1029,247,87,31/08/25,110658.66
2277,88,8,1161,147,25,31/08/25,133027.38
2278,162,8,1025,266,62,31/08/25,213548.5
2279,302,8,1224,85,105,31/08/25,141347.52
2280,189,8,424,261,119,31/08/25,59025.04
2281,38,8,697,251,84,31/08/25,311092.01
2282,89,8,872,247,144,31/08/25,135735.52
2283,207,8,1463,205,144,31/08/25,215221.93
2284,232,8,1125,195,22,31/08/25,557865
2285,252,8,378,100,36,31/08/25,145768.14
2286,8,8,383,200,20,31/08/25,169017.9
2287,167,8,143,296,131,31/08/25,6465.03
2288,270,8,358,155,34,31/08/25,19940.6
2289,213,8,1167,121,45,31/08/25,141207
2290,234,8,259,116,118,31/08/25,116842.67
2291,132,8,69,204,107,31/08/25,15293.85
2292,77,8,247,80,45,31/08/25,84758.05
2293,242,8,495,300,111,31/08/25,25279.65
2294,328,8,1487,181,149,31/08/25,282425.91
2295,384,8,408,300,138,31/08/25,84794.64
2296,347,8,1440,66,115,31/08/25,63057.6
2297,382,8,395,116,137,31/08/25,84265.35
2298,391,8,1009,212,63,31/08/25,343867.2
