OrderID,CustomerID,OrderDate,RequiredDate,ShippedDate,OrderStatus,OrderValue,Priority,SalesRepID
2565,1099,19/12/24,22/12/24,23/12/24,Shipped,32698.67,High,24
2566,397,15/02/23,19/02/23,21/02/23,Delivered,16939.6,Medium,34
2567,860,12/08/23,29/08/23,,Processing,2623.25,Low,22
2568,1119,19/02/23,10/03/23,,Cancelled,4209.25,Low,44
2569,1007,04/11/24,28/11/24,11/11/24,Delivered,8336.7,Low,94
2570,897,16/05/22,07/06/22,21/05/22,Delivered,15604.18,High,30
2571,475,10/03/23,04/04/23,14/03/23,Delivered,18812.48,Low,70
2572,1056,20/08/22,28/08/22,21/08/22,Delivered,8642.96,High,23
2573,653,02/05/22,20/05/22,08/05/22,Delivered,20590.73,High,53
2574,469,13/11/22,14/11/22,16/11/22,Delivered,19156.23,High,74
2575,47,05/08/24,30/08/24,09/08/24,Delivered,24469.01,Low,64
2576,1116,19/04/24,15/05/24,25/04/24,Shipped,15994.12,Low,93
2577,825,13/12/24,03/01/25,17/12/24,Delivered,8695.45,High,88
2578,929,07/12/24,06/01/25,08/12/24,Delivered,22459.74,Low,62
2579,126,26/08/23,18/09/23,,Processing,17637.16,High,52
2580,484,21/01/23,18/02/23,25/01/23,Delivered,11370.21,Low,52
2581,301,27/08/22,13/09/22,03/09/22,Delivered,1762.22,Low,2
2582,5,13/09/24,25/09/24,20/09/24,Shipped,2766.39,Medium,49
2583,295,02/11/22,20/11/22,,Processing,3734.19,Critical,11
2584,351,23/04/24,15/05/24,30/04/24,Shipped,1822.54,Low,24
2585,716,22/11/23,30/11/23,28/11/23,Shipped,7712.23,High,42
2586,177,29/12/23,20/01/24,31/12/23,Delivered,16864.49,Medium,51
2587,750,23/01/24,14/02/24,,Pending,10028.45,Low,2
2588,1105,25/11/23,20/12/23,28/11/23,Delivered,1311.97,High,58
2589,543,28/11/23,28/12/23,29/11/23,Delivered,3511.17,Low,52
2590,150,05/07/23,24/07/23,07/07/23,Delivered,8449,High,67
2591,357,07/08/23,28/08/23,14/08/23,Shipped,23124.27,High,10
2592,285,04/09/22,23/09/22,,Processing,761.99,High,42
2593,936,19/03/23,07/04/23,23/03/23,Delivered,26055.26,High,97
2594,1142,08/04/24,28/04/24,09/04/24,Delivered,4695.45,Low,76
2595,550,10/11/22,28/11/22,17/11/22,Delivered,19226.61,Low,31
2596,1110,09/10/24,23/10/24,14/10/24,Shipped,40146.89,Medium,37
2597,34,21/06/22,17/07/22,26/06/22,Delivered,15706.3,High,21
2598,678,14/08/24,19/08/24,15/08/24,Shipped,26727.79,High,5
2599,471,15/03/23,04/04/23,21/03/23,Delivered,23411.59,Low,85
2600,888,04/01/22,31/01/22,09/01/22,Shipped,18476.36,Low,93
2601,514,27/06/24,17/07/24,03/07/24,Shipped,16152.61,Critical,65
2602,267,15/04/24,25/04/24,21/04/24,Delivered,13613.05,Medium,39
2603,692,20/12/23,18/01/24,,Cancelled,5726.5,Low,95
2604,1134,19/01/24,08/02/24,24/01/24,Delivered,11790.94,Medium,81
2605,173,18/04/22,21/04/22,24/04/22,Delivered,29551.6,Low,37
2606,1118,28/09/23,10/10/23,02/10/23,Delivered,13409.25,Low,65
2607,74,03/04/23,18/04/23,10/04/23,Shipped,10448.74,High,89
2608,188,04/04/23,25/04/23,08/04/23,Shipped,8555.1,Medium,46
2609,482,26/07/22,25/08/22,28/07/22,Delivered,1349.32,Medium,70
2610,800,01/02/22,14/02/22,05/02/22,Shipped,29524.67,Low,62
2611,383,03/09/22,10/09/22,08/09/22,Shipped,19207.79,Medium,4
2612,926,30/10/23,29/11/23,,Processing,23924.47,Low,36
2613,160,06/07/23,19/07/23,13/07/23,Shipped,28159.83,Low,79
2614,945,30/03/22,02/04/22,05/04/22,Delivered,5680.59,High,64
2615,1090,17/09/23,07/10/23,,Processing,7217.6,Medium,64
2616,308,24/03/23,06/04/23,29/03/23,Delivered,31123.53,Medium,80
2617,1036,26/01/22,14/02/22,30/01/22,Delivered,23521.46,Medium,64
2618,316,30/10/23,22/11/23,06/11/23,Delivered,7253.49,Low,17
2619,1182,02/07/22,13/07/22,07/07/22,Delivered,14930.47,Medium,26
2620,79,16/11/23,02/12/23,,Pending,17023.34,Low,83
2621,652,20/01/24,07/02/24,,Cancelled,30653.47,Medium,88
2622,817,08/11/24,25/11/24,09/11/24,Delivered,13551.22,High,83
2623,487,25/01/22,31/01/22,31/01/22,Delivered,26719.15,Medium,48
2624,552,21/10/23,23/10/23,27/10/23,Delivered,18079.61,High,4
2625,739,14/05/24,05/06/24,21/05/24,Delivered,24431.98,Medium,97
2626,680,03/03/23,16/03/23,07/03/23,Shipped,24300.9,Critical,88
2627,79,14/07/23,29/07/23,19/07/23,Delivered,23762.73,Low,4
2628,344,31/07/22,22/08/22,01/08/22,Delivered,19290.31,Medium,36
2629,1110,26/09/24,25/10/24,,Processing,8564.39,Medium,23
2630,702,17/05/23,11/06/23,23/05/23,Delivered,36379.17,High,48
2631,374,02/03/24,11/03/24,05/03/24,Shipped,6885.62,High,68
2632,808,20/09/22,03/10/22,24/09/22,Delivered,19909.6,Low,26
2633,723,02/06/23,07/06/23,,Cancelled,24552.58,Medium,79
2634,506,20/02/24,01/03/24,22/02/24,Shipped,831.34,Medium,82
2635,1091,07/08/22,12/08/22,13/08/22,Delivered,12125.82,Low,95
2636,552,26/05/22,14/06/22,,Processing,7486.08,Low,51
2637,456,12/03/22,08/04/22,19/03/22,Shipped,32482.44,High,25
2638,212,03/02/22,21/02/22,08/02/22,Delivered,6255.74,Low,44
2639,337,25/09/23,08/10/23,,Processing,8754.2,Low,34
2640,672,18/05/23,21/05/23,24/05/23,Delivered,14564.7,Low,24
2641,692,19/01/24,06/02/24,,Cancelled,4137.84,Medium,93
2642,990,01/05/23,31/05/23,,Processing,281.84,High,23
2643,797,22/09/22,22/10/22,25/09/22,Delivered,17467.97,Medium,22
2644,352,13/07/22,01/08/22,,Cancelled,12294.35,Low,52
2645,454,21/05/23,09/06/23,,Processing,3329.28,Medium,89
2646,1085,04/12/23,12/12/23,07/12/23,Shipped,4712.83,Low,78
2647,758,30/05/24,25/06/24,,Pending,748.31,Low,14
2648,1034,06/07/24,14/07/24,13/07/24,Delivered,5842.64,Low,14
2649,802,12/08/24,30/08/24,18/08/24,Delivered,1249.87,Medium,48
2650,1003,22/09/24,04/10/24,23/09/24,Delivered,3762.18,Low,67
2651,1145,26/09/22,05/10/22,30/09/22,Delivered,665.36,Low,42
2652,657,01/03/24,02/03/24,06/03/24,Delivered,15136.32,High,97
2653,589,18/03/22,03/04/22,25/03/22,Delivered,14976.19,Medium,34
2654,398,30/03/24,07/04/24,31/03/24,Delivered,2590.64,Low,40
2655,246,17/01/24,07/02/24,22/01/24,Delivered,3672.95,High,87
2656,1182,21/03/23,19/04/23,26/03/23,Shipped,7415.95,Medium,10
2657,232,24/07/23,23/08/23,31/07/23,Delivered,1357.24,Critical,62
2658,338,30/05/23,19/06/23,03/06/23,Delivered,476.73,Medium,7
2659,684,26/02/23,05/03/23,03/03/23,Shipped,24389.75,Critical,75
2660,552,07/05/24,15/05/24,,Processing,33830.82,Medium,5
2661,746,14/11/24,17/11/24,21/11/24,Shipped,20975.55,Low,27
2662,181,25/08/24,07/09/24,28/08/24,Delivered,20251.82,Critical,42
2663,930,12/08/23,22/08/23,,Processing,18390.15,Medium,14
2664,672,23/02/24,05/03/24,,Processing,12313.05,Low,26
2665,356,27/10/23,31/10/23,29/10/23,Delivered,7702.23,Medium,47
2666,860,19/12/24,08/01/25,21/12/24,Shipped,9276.26,Low,61
2667,1075,22/02/24,17/03/24,,Processing,6415.46,Low,13
2668,873,26/04/23,04/05/23,,Cancelled,16532.89,High,58
2669,94,25/06/24,23/07/24,28/06/24,Shipped,6684.1,Medium,3
2670,307,07/03/22,27/03/22,10/03/22,Delivered,1168.8,Low,90
2671,224,07/06/24,05/07/24,13/06/24,Delivered,10522.22,High,37
2672,179,25/06/24,20/07/24,,Processing,8690.32,Low,5
2673,725,05/03/24,30/03/24,,Cancelled,31850.01,Medium,23
2674,785,13/02/22,28/02/22,,Pending,5200.36,Low,79
2675,1073,14/03/23,31/03/23,15/03/23,Delivered,34969.15,Medium,61
2676,270,12/10/24,30/10/24,13/10/24,Delivered,4225.76,Critical,97
2677,557,21/11/23,07/12/23,22/11/23,Shipped,39674.12,Medium,47
2678,1054,27/04/23,02/05/23,29/04/23,Delivered,24848.02,Medium,68
2679,714,12/05/24,30/05/24,,Processing,12686.45,Critical,52
2680,678,24/04/22,30/04/22,26/04/22,Delivered,10336.98,Medium,72
2681,877,16/07/24,11/08/24,23/07/24,Delivered,9725.92,Low,54
2682,1196,09/04/24,11/04/24,12/04/24,Delivered,3387.89,Medium,65
2683,922,27/09/23,11/10/23,04/10/23,Delivered,36833.4,Critical,69
2684,612,16/05/24,31/05/24,19/05/24,Delivered,14669.19,Low,22
2685,692,01/03/24,06/03/24,05/03/24,Delivered,15721.53,Low,66
2686,573,06/02/23,17/02/23,12/02/23,Shipped,5389.93,Low,70
2687,865,20/12/23,10/01/24,23/12/23,Delivered,4978.28,High,47
2688,650,05/06/22,01/07/22,12/06/22,Delivered,9999.88,High,92
2689,590,24/09/22,21/10/22,29/09/22,Delivered,12678.34,Low,23
2690,624,13/06/23,30/06/23,15/06/23,Delivered,17978.39,Low,79
2691,170,17/10/22,16/11/22,18/10/22,Shipped,13944.82,Medium,89
2692,53,28/12/22,11/01/23,31/12/22,Shipped,10706.99,Low,18
2693,13,30/01/24,29/02/24,06/02/24,Delivered,31890.92,Medium,6
2694,629,17/05/23,19/05/23,19/05/23,Delivered,28112.57,Critical,48
2695,476,16/02/24,08/03/24,18/02/24,Delivered,14437.85,High,10
2696,269,03/04/24,11/04/24,,Processing,12266.82,Medium,83
2697,238,08/04/24,07/05/24,15/04/24,Delivered,25945.28,Medium,42
2698,142,10/01/23,07/02/23,13/01/23,Delivered,8885.77,Low,27
2699,664,25/01/24,26/01/24,,Processing,17189.15,Medium,44
2700,1069,29/12/22,14/01/23,30/12/22,Shipped,11745.27,High,27
2701,872,09/05/23,30/05/23,15/05/23,Shipped,9983.84,Critical,72
2702,374,10/10/22,03/11/22,,Cancelled,26806.68,Low,88
2703,622,29/10/22,02/11/22,01/11/22,Shipped,58183.14,High,37
2704,1065,09/02/22,09/03/22,,Cancelled,245.73,Medium,68
2705,791,03/06/22,23/06/22,07/06/22,Shipped,6897.34,Medium,76
2706,1005,26/07/23,15/08/23,01/08/23,Delivered,21062.75,Low,19
2707,455,29/01/22,14/02/22,05/02/22,Delivered,286.76,Low,55
2708,904,21/08/24,05/09/24,,Pending,13044.35,Low,93
2709,847,10/09/23,20/09/23,16/09/23,Shipped,11254.58,Low,20
2710,266,21/02/24,16/03/24,22/02/24,Delivered,6496.98,Low,47
2711,1056,02/12/22,30/12/22,,Processing,22658.8,Low,95
2712,344,23/02/24,17/03/24,,Cancelled,2548.07,Medium,48
2713,143,14/09/23,24/09/23,16/09/23,Delivered,8194.74,Medium,68
2714,355,30/11/22,07/12/22,,Cancelled,12078.51,Low,91
2715,217,20/02/24,09/03/24,27/02/24,Delivered,7981.14,Medium,95
2716,129,08/01/24,13/01/24,10/01/24,Delivered,23223.39,Low,17
2717,294,19/06/22,26/06/22,24/06/22,Delivered,3726.3,Low,83
2718,625,31/05/24,01/06/24,06/06/24,Delivered,7145.05,Medium,80
2719,773,21/05/22,24/05/22,22/05/22,Shipped,47836.5,High,95
2720,185,28/10/23,29/10/23,,Pending,1149.13,High,67
2721,538,29/07/24,06/08/24,02/08/24,Delivered,5862.68,Low,63
2722,418,09/10/22,15/10/22,,Processing,22098.01,Critical,92
2723,949,07/09/22,25/09/22,,Processing,15029.89,Low,45
2724,339,20/07/24,21/07/24,25/07/24,Shipped,11315.06,Medium,99
2725,1063,01/10/23,17/10/23,05/10/23,Delivered,9498.74,Low,91
2726,934,12/06/22,15/06/22,18/06/22,Shipped,29076.56,Low,23
2727,717,14/01/22,09/02/22,16/01/22,Shipped,27202.99,Medium,62
2728,534,03/02/23,18/02/23,06/02/23,Delivered,11084.47,Low,96
2729,545,11/07/23,23/07/23,16/07/23,Shipped,8114.13,Low,62
2730,777,10/08/24,15/08/24,,Cancelled,17200.62,Critical,20
2731,67,20/07/23,17/08/23,25/07/23,Delivered,15367.19,Low,42
2732,185,07/06/23,12/06/23,,Processing,12706.99,Low,66
2733,929,12/09/24,09/10/24,19/09/24,Shipped,4242.06,Medium,49
2734,1135,30/11/24,29/12/24,06/12/24,Delivered,639.59,High,31
2735,804,07/12/23,31/12/23,08/12/23,Delivered,21942.98,Low,7
2736,373,05/10/23,23/10/23,12/10/23,Delivered,6898.95,Low,92
2737,248,03/07/23,18/07/23,,Processing,5689.08,Medium,83
2738,360,28/07/23,13/08/23,,Pending,29258.61,Medium,9
2739,441,18/02/23,05/03/23,24/02/23,Shipped,12406.14,Medium,26
2740,445,11/10/24,26/10/24,18/10/24,Delivered,3698.67,Low,73
2741,382,11/12/23,01/01/24,16/12/23,Delivered,6940.28,Low,4
2742,354,11/08/24,22/08/24,13/08/24,Delivered,22093.83,Medium,20
2743,439,12/06/23,01/07/23,17/06/23,Delivered,16792.76,Critical,95
2744,207,14/06/23,28/06/23,16/06/23,Shipped,6688.37,Medium,94
2745,670,20/02/23,06/03/23,27/02/23,Delivered,2133.95,High,85
2746,1199,03/01/24,31/01/24,,Processing,930.55,High,10
2747,484,12/03/22,02/04/22,15/03/22,Delivered,37392.87,Low,71
2748,485,04/09/22,22/09/22,06/09/22,Delivered,12058.53,Low,22
2749,745,15/08/22,26/08/22,21/08/22,Delivered,7677.67,High,90
2750,1183,14/06/22,22/06/22,21/06/22,Delivered,5928.87,Medium,70
2751,1139,29/10/23,05/11/23,01/11/23,Delivered,22872.53,Low,40
2752,251,08/03/24,17/03/24,12/03/24,Shipped,26388.73,Medium,63
2753,949,11/05/22,04/06/22,17/05/22,Shipped,34611.61,Low,95
2754,449,04/08/22,28/08/22,08/08/22,Delivered,24266.4,Low,21
2755,594,01/07/23,27/07/23,05/07/23,Shipped,8085.02,Medium,32
2756,1170,16/09/23,17/09/23,,Processing,18725.93,High,43
2757,520,01/12/23,10/12/23,08/12/23,Delivered,10365.04,Medium,74
2758,1021,14/01/22,09/02/22,,Processing,29239.56,High,79
2759,239,28/03/24,20/04/24,03/04/24,Delivered,19825.21,High,24
2760,916,15/06/24,14/07/24,,Processing,3558.12,Medium,78
2761,1193,12/05/24,08/06/24,19/05/24,Delivered,5657.56,Medium,57
2762,1170,10/09/24,11/09/24,12/09/24,Delivered,9934.13,Medium,23
2763,332,22/03/24,06/04/24,23/03/24,Delivered,20998.57,Low,8
2764,960,03/02/23,14/02/23,05/02/23,Delivered,11103.45,Low,98
2765,231,05/02/22,22/02/22,09/02/22,Delivered,20455.69,Low,28
2766,670,17/11/23,03/12/23,23/11/23,Delivered,17721.47,Low,18
2767,1063,08/11/24,27/11/24,13/11/24,Delivered,11055.69,High,32
2768,306,10/07/23,15/07/23,,Processing,24141.6,Low,4
2769,202,25/10/22,20/11/22,,Processing,4480.21,High,18
2770,814,19/11/24,15/12/24,22/11/24,Delivered,18875.1,Medium,94
2771,112,16/07/24,11/08/24,,Processing,16365.48,Medium,71
2772,78,12/08/23,19/08/23,14/08/23,Delivered,24795.17,High,6
2773,1136,28/03/22,06/04/22,04/04/22,Delivered,36547.43,Low,63
2774,954,23/05/24,12/06/24,,Processing,14271.25,Low,67
2775,1166,05/05/23,22/05/23,10/05/23,Shipped,19354.34,Low,57
2776,432,27/07/23,08/08/23,02/08/23,Shipped,2652.51,Low,89
2777,763,25/09/22,19/10/22,01/10/22,Delivered,34879.75,Medium,86
2778,379,23/05/24,09/06/24,26/05/24,Delivered,15761.27,Medium,31
2779,1096,20/07/22,10/08/22,,Processing,24327.8,Medium,51
2780,83,22/10/24,21/11/24,23/10/24,Shipped,19916.86,Medium,26
2781,619,27/07/24,28/07/24,30/07/24,Shipped,8813.42,Critical,31
2782,168,08/09/22,08/10/22,12/09/22,Shipped,14990.99,Low,74
2783,1176,25/02/24,24/03/24,03/03/24,Delivered,44587.15,Low,42
2784,137,14/07/22,18/07/22,18/07/22,Delivered,11002.89,Medium,45
2785,334,08/12/24,04/01/25,15/12/24,Delivered,16486.77,Critical,27
2786,1169,19/10/22,16/11/22,,Cancelled,20030.22,Low,12
2787,306,31/10/22,01/11/22,07/11/22,Delivered,7829.68,Medium,83
2788,714,24/03/24,12/04/24,26/03/24,Delivered,9016.28,Low,85
2789,621,14/03/24,15/03/24,15/03/24,Delivered,43726.59,Critical,26
2790,1048,01/10/24,17/10/24,04/10/24,Delivered,16235.81,Medium,25
2791,403,19/09/24,21/09/24,,Pending,12442.7,Low,1
2792,963,26/05/22,14/06/22,30/05/22,Delivered,11975.17,Medium,11
2793,1024,28/11/22,05/12/22,04/12/22,Delivered,33985.23,Low,12
2794,298,16/08/22,05/09/22,17/08/22,Delivered,29260.74,Medium,51
2795,310,25/09/22,27/09/22,01/10/22,Delivered,5024.03,Medium,94
2796,425,14/04/24,19/04/24,15/04/24,Shipped,12123.7,Medium,21
2797,943,07/06/23,11/06/23,,Processing,2422.87,Critical,53
2798,286,18/04/22,03/05/22,25/04/22,Shipped,21711.74,Medium,7
2799,183,23/08/24,27/08/24,28/08/24,Shipped,17393.85,Medium,15
2800,825,25/02/22,01/03/22,01/03/22,Delivered,3981.46,Medium,14
2801,86,15/05/24,20/05/24,17/05/24,Shipped,16494.84,Low,16
2802,66,21/03/22,10/04/22,,Processing,25545.45,Medium,58
2803,703,08/06/23,13/06/23,,Pending,9938.36,Medium,85
2804,897,29/04/23,23/05/23,04/05/23,Delivered,232.29,High,32
2805,439,06/06/23,13/06/23,11/06/23,Delivered,15976.63,Medium,5
2806,1172,20/04/22,30/04/22,,Processing,10253.8,Medium,25
2807,691,08/10/23,22/10/23,12/10/23,Delivered,8923.96,Low,27
2808,367,18/10/23,05/11/23,19/10/23,Delivered,1012.74,High,59
2809,618,25/11/22,16/12/22,01/12/22,Delivered,19948.86,Low,100
2810,307,11/01/22,28/01/22,12/01/22,Delivered,5491.99,Low,98
2811,578,16/04/23,12/05/23,,Processing,18135.71,High,23
2812,583,17/09/24,21/09/24,18/09/24,Delivered,7135.06,High,3
2813,1144,28/02/24,25/03/24,,Pending,3541.82,High,88
2814,1075,30/04/23,13/05/23,06/05/23,Delivered,2885,Low,18
2815,18,05/12/23,04/01/24,08/12/23,Delivered,4437.78,Low,74
2816,276,07/10/23,29/10/23,10/10/23,Delivered,13631.32,Medium,20
2817,588,27/11/23,17/12/23,,Processing,7656.12,Low,49
2818,36,07/04/24,12/04/24,,Processing,10283.55,Low,76
2819,752,22/12/24,29/12/24,28/12/24,Delivered,29157.25,High,45
2820,780,03/10/22,27/10/22,,Pending,9125.59,Low,9
2821,3,22/03/23,17/04/23,28/03/23,Delivered,9024.68,High,28
2822,1166,24/10/22,16/11/22,30/10/22,Shipped,6523.96,Low,77
2823,1195,23/11/23,05/12/23,25/11/23,Delivered,4185.81,Low,64
2824,35,26/12/22,22/01/23,,Pending,8039.45,Medium,100
2825,930,14/06/23,18/06/23,16/06/23,Delivered,9553.06,Medium,16
2826,391,07/11/22,12/11/22,10/11/22,Delivered,26043.78,Medium,55
2827,1126,08/12/23,07/01/24,11/12/23,Shipped,11072.75,Low,42
2828,751,17/10/22,04/11/22,,Processing,6350.13,Low,50
2829,267,06/08/23,16/08/23,13/08/23,Delivered,17741.42,High,28
2830,56,09/01/23,06/02/23,,Cancelled,16615.95,Medium,34
2831,320,13/01/24,16/01/24,,Processing,28414.71,Low,4
2832,111,05/07/23,10/07/23,09/07/23,Delivered,4424.48,Medium,55
2833,332,17/11/23,21/11/23,20/11/23,Delivered,4169.63,High,62
2834,1014,03/05/22,11/05/22,08/05/22,Delivered,537.76,High,36
2835,341,08/04/24,10/04/24,,Processing,25069.68,Medium,77
2836,908,19/07/22,08/08/22,20/07/22,Delivered,17978.01,Low,93
2837,884,08/01/22,01/02/22,09/01/22,Delivered,3504.51,Low,55
2838,46,05/09/24,03/10/24,,Cancelled,5956.08,Low,53
2839,260,12/07/23,20/07/23,14/07/23,Delivered,8108.62,Low,37
2840,220,27/06/23,14/07/23,03/07/23,Delivered,746.07,Low,44
2841,325,15/07/22,26/07/22,18/07/22,Shipped,12699.67,Medium,88
2842,16,12/04/24,03/05/24,18/04/24,Delivered,3552.54,Low,29
2843,585,07/01/24,30/01/24,,Processing,21209.29,High,5
2844,256,14/04/22,22/04/22,15/04/22,Delivered,4367.43,High,3
2845,744,01/08/24,21/08/24,,Processing,1801.21,Medium,52
2846,925,10/01/23,26/01/23,15/01/23,Shipped,9750.4,Low,48
2847,632,23/01/24,06/02/24,30/01/24,Delivered,7068.2,Medium,80
2848,907,19/06/24,22/06/24,22/06/24,Delivered,8511.04,Low,76
2849,713,31/07/22,22/08/22,07/08/22,Delivered,6905.23,Medium,48
2850,871,30/04/22,10/05/22,,Cancelled,15098.42,Low,23
2851,983,11/09/22,19/09/22,14/09/22,Shipped,1071.36,Low,14
2852,515,03/12/22,08/12/22,10/12/22,Delivered,5472,Low,60
2853,227,01/12/22,15/12/22,02/12/22,Delivered,10065.78,Low,6
2854,243,19/04/24,07/05/24,20/04/24,Delivered,10882.05,Low,66
2855,425,01/06/23,05/06/23,02/06/23,Delivered,21058.71,High,4
2856,845,20/01/24,15/02/24,,Processing,19741.95,Critical,71
2857,921,12/10/24,20/10/24,13/10/24,Delivered,14938.29,High,52
2858,185,19/08/22,28/08/22,26/08/22,Delivered,17927.03,Low,63
2859,868,06/01/24,12/01/24,,Processing,8294.94,Low,67
2860,1115,21/12/22,23/12/22,,Processing,19187.66,Low,2
2861,200,30/07/22,16/08/22,,Processing,32090.16,Medium,94
2862,918,10/03/23,01/04/23,13/03/23,Delivered,8855.1,Low,14
2863,63,08/07/22,13/07/22,,Processing,13101.71,Medium,93
2864,702,22/06/22,26/06/22,,Processing,7071.37,Low,91
2865,950,27/12/23,29/12/23,,Processing,5962.51,High,11
2866,87,23/12/22,30/12/22,28/12/22,Delivered,21984.08,Low,53
2867,505,20/07/23,04/08/23,21/07/23,Delivered,7575.16,Medium,7
2868,470,03/06/23,18/06/23,09/06/23,Delivered,4661.58,Medium,43
2869,590,14/10/23,17/10/23,15/10/23,Delivered,9259.19,Low,47
2870,565,02/04/23,19/04/23,,Pending,2798.91,Medium,63
2871,821,06/03/24,16/03/24,08/03/24,Delivered,12753.55,Medium,23
2872,403,08/09/22,12/09/22,14/09/22,Delivered,49628.99,Critical,4
2873,1158,15/10/22,16/10/22,,Processing,1088.41,Medium,56
2874,1089,20/10/24,26/10/24,23/10/24,Delivered,14094.69,Critical,68
2875,728,02/07/24,24/07/24,,Cancelled,10111.17,Medium,58
2876,880,11/02/23,25/02/23,17/02/23,Shipped,25396.06,High,77
2877,1017,02/12/22,11/12/22,,Processing,10047.96,High,4
2878,1150,06/03/24,13/03/24,07/03/24,Delivered,21007.83,Low,1
2879,411,27/06/24,08/07/24,29/06/24,Delivered,16224.69,Medium,78
2880,901,12/12/22,25/12/22,14/12/22,Delivered,21424.42,Low,33
2881,807,04/12/22,31/12/22,08/12/22,Delivered,17423.63,High,56
2882,162,09/09/23,06/10/23,11/09/23,Delivered,16020.45,Low,46
2883,1075,15/04/24,04/05/24,16/04/24,Delivered,5070.82,Medium,31
2884,973,07/01/22,03/02/22,09/01/22,Shipped,975.59,Low,3
2885,545,26/10/24,28/10/24,27/10/24,Shipped,9297.36,High,52
2886,206,02/03/22,16/03/22,06/03/22,Delivered,16352.66,Medium,40
2887,52,24/03/23,04/04/23,30/03/23,Shipped,269.94,Medium,97
2888,239,09/12/23,12/12/23,,Pending,20908.3,Low,7
2889,995,03/06/22,18/06/22,08/06/22,Delivered,28456.01,Low,86
2890,517,16/05/23,31/05/23,17/05/23,Delivered,17402.93,Low,5
2891,538,28/10/22,29/10/22,03/11/22,Delivered,12691.09,Medium,75
2892,1131,15/06/24,23/06/24,20/06/24,Delivered,20804.6,Low,9
2893,1153,10/08/22,06/09/22,,Pending,14630.48,High,97
2894,553,26/12/23,18/01/24,02/01/24,Shipped,38343.23,High,74
2895,646,08/10/22,09/10/22,,Cancelled,2564.82,Low,32
2896,135,30/06/24,22/07/24,06/07/24,Shipped,7268.33,Medium,41
2897,353,26/01/22,21/02/22,,Cancelled,20297.09,High,6
2898,1028,14/04/23,23/04/23,19/04/23,Delivered,21654.82,High,5
2899,610,23/02/23,21/03/23,,Processing,24993.85,Critical,83
2900,1018,04/09/23,01/10/23,,Cancelled,10028.17,Low,51
2901,1084,20/03/24,15/04/24,25/03/24,Shipped,12098.43,Low,64
2902,134,23/05/24,13/06/24,25/05/24,Shipped,13739.09,High,26
2903,900,08/11/23,23/11/23,13/11/23,Shipped,22237.65,Low,88
2904,850,27/04/23,01/05/23,04/05/23,Shipped,17049.5,Critical,49
2905,600,27/10/22,16/11/22,01/11/22,Delivered,18134.13,Medium,14
2906,783,23/03/22,06/04/22,,Processing,18926.53,Critical,13
2907,994,25/06/22,30/06/22,27/06/22,Delivered,12651.92,Low,37
2908,994,02/03/24,04/03/24,,Processing,18135.77,Low,62
2909,546,27/10/24,15/11/24,,Processing,20451.52,Medium,32
2910,357,12/10/23,20/10/23,19/10/23,Delivered,19538.65,Medium,98
2911,375,08/11/24,19/11/24,12/11/24,Delivered,275.17,Medium,27
2912,1056,02/11/24,26/11/24,08/11/24,Delivered,2850.67,Medium,86
2913,593,05/05/24,24/05/24,,Processing,28991.33,Low,75
2914,914,04/03/23,23/03/23,05/03/23,Delivered,3265.47,Low,2
2915,541,16/11/24,19/11/24,22/11/24,Shipped,6218.86,Medium,22
2916,883,13/02/24,13/03/24,,Cancelled,17859.03,Medium,85
2917,439,01/10/22,06/10/22,02/10/22,Delivered,22019.51,Medium,60
2918,944,16/12/24,18/12/24,21/12/24,Delivered,398.28,Medium,70
2919,217,04/10/23,01/11/23,06/10/23,Delivered,9359.83,Medium,12
2920,325,06/03/22,20/03/22,07/03/22,Delivered,10147.17,Medium,85
2921,57,03/03/22,25/03/22,09/03/22,Delivered,9406.91,Low,81
2922,532,11/01/23,06/02/23,,Processing,35034.05,Low,13
2923,172,12/08/23,09/09/23,17/08/23,Delivered,4598.28,Low,31
2924,1171,25/04/23,07/05/23,01/05/23,Shipped,4433.56,Medium,66
2925,1198,08/11/22,28/11/22,13/11/22,Shipped,14659.79,Medium,58
2926,301,01/06/23,30/06/23,,Processing,9139.03,Critical,15
2927,46,22/08/24,25/08/24,26/08/24,Delivered,23394.39,High,94
2928,1032,23/03/22,19/04/22,28/03/22,Delivered,13658.11,High,81
2929,594,06/12/24,25/12/24,,Processing,38629.53,Low,85
2930,63,13/03/24,30/03/24,,Pending,14863.89,Medium,10
2931,533,21/06/24,09/07/24,25/06/24,Delivered,6032.29,Medium,39
2932,284,14/08/24,01/09/24,,Pending,32807.72,Medium,21
2933,925,08/10/23,02/11/23,09/10/23,Delivered,24078.59,Medium,46
2934,478,21/09/23,08/10/23,26/09/23,Delivered,11318.44,Low,74
2935,766,08/09/23,23/09/23,13/09/23,Delivered,21014.05,Medium,57
2936,1105,25/04/23,25/05/23,26/04/23,Shipped,8016.39,Low,23
2937,53,25/12/22,27/12/22,01/01/23,Delivered,20767.49,High,34
2938,858,22/08/23,09/09/23,23/08/23,Delivered,6839.53,Low,61
2939,192,25/12/23,05/01/24,29/12/23,Delivered,6773.93,Medium,24
2940,779,02/09/23,29/09/23,04/09/23,Delivered,10502.71,Medium,73
2941,826,13/06/24,16/06/24,16/06/24,Shipped,7246.2,Medium,12
2942,173,26/01/24,20/02/24,01/02/24,Shipped,16564.94,Critical,21
